,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
0,1633611245410,-0.98950195,-0.13067627,0.11053467,-0.859375,-4.890625,1.828125,Respeck,Lying down left,7,s1714206,
1,1633611245477,-1.0422363,-0.12945557,0.13153076,3.984375,-5.75,3.078125,Respeck,Lying down left,7,s1714206,
2,1633611245492,-1.0544434,-0.1519165,0.14715576,0.375,-5.515625,2.203125,Respeck,Lying down left,7,s1714206,
3,1633611245522,-1.0036621,-0.13946533,0.11077881,2.1875,-4.859375,1.828125,Respeck,Lying down left,7,s1714206,
4,1633611245598,-1.0620117,-0.15118408,0.117614746,-1.140625,-4.40625,1.78125,Respeck,Lying down left,7,s1714206,
5,1633611245604,-1.0449219,-0.15240479,0.0758667,0.875,-4.046875,0.59375,Respeck,Lying down left,7,s1714206,
6,1633611245672,-0.99487305,-0.16485596,0.053649902,0.015625,-3.15625,2.734375,Respeck,Lying down left,7,s1714206,
7,1633611245687,-1.0402832,-0.15924072,0.054138184,-1.390625,-2.078125,1.78125,Respeck,Lying down left,7,s1714206,
8,1633611245720,-0.9794922,-0.16339111,0.06585693,-0.265625,-3.421875,2.1875,Respeck,Lying down left,7,s1714206,
9,1633611245792,-1.005127,-0.16705322,0.09515381,0.1875,-2.578125,0.96875,Respeck,Lying down left,7,s1714206,
10,1633611245795,-1.0100098,-0.16241455,0.05609131,0.140625,-3.390625,0.8125,Respeck,Lying down left,7,s1714206,
11,1633611245868,-1.0458984,-0.16558838,0.062438965,0.4375,-2.75,0.578125,Respeck,Lying down left,7,s1714206,
12,1633611245884,-1.0554199,-0.16192627,0.050231934,0.671875,-2.046875,-0.578125,Respeck,Lying down left,7,s1714206,
13,1633611245916,-1.0244141,-0.16461182,0.038513184,-0.1875,-1.6875,-1.34375,Respeck,Lying down left,7,s1714206,
14,1633611245988,-1.0275879,-0.15777588,0.051696777,-0.625,-1.78125,-1.28125,Respeck,Lying down left,7,s1714206,
15,1633611246063,-1.027832,-0.14459229,0.04949951,0.453125,-1.0625,-1.890625,Respeck,Lying down left,7,s1714206,
16,1633611246066,-1.003418,-0.14727783,0.03753662,-0.796875,0.359375,-1.6875,Respeck,Lying down left,7,s1714206,
17,1633611246077,-1.0119629,-0.15509033,0.0138549805,0.578125,-0.671875,-1.6875,Respeck,Lying down left,7,s1714206,
18,1633611246109,-1.0007324,-0.12774658,0.0770874,-2.28125,-0.046875,-0.390625,Respeck,Lying down left,7,s1714206,
19,1633611246184,-1.0559082,-0.14068604,0.018737793,-3.5625,3.234375,0.6875,Respeck,Lying down left,7,s1714206,
20,1633611246191,-1.0224609,-0.14776611,0.06072998,-3.90625,0.75,1.328125,Respeck,Lying down left,7,s1714206,
21,1633611246263,-1.0300293,-0.14508057,0.06707764,-3.125,1.328125,0.359375,Respeck,Lying down left,7,s1714206,
22,1633611246272,-1.0368652,-0.15118408,0.058288574,-1.046875,0.8125,0.546875,Respeck,Lying down left,7,s1714206,
23,1633611246302,-1.0249023,-0.14239502,0.062683105,0.125,0.640625,0.234375,Respeck,Lying down left,7,s1714206,
24,1633611246379,-1.0148926,-0.14703369,0.058532715,0.890625,0.96875,0.625,Respeck,Lying down left,7,s1714206,
25,1633611246386,-1.0209961,-0.14630127,0.06756592,3.375,1.203125,0.390625,Respeck,Lying down left,7,s1714206,
26,1633611246454,-1.027832,-0.13433838,0.049987793,2.6875,2.328125,0.953125,Respeck,Lying down left,7,s1714206,
27,1633611246468,-0.98779297,-0.15679932,0.04144287,2.125,2.0625,1.046875,Respeck,Lying down left,7,s1714206,
28,1633611246497,-0.99658203,-0.15826416,0.07293701,0.78125,1.453125,-0.03125,Respeck,Lying down left,7,s1714206,
29,1633611246574,-1.0317383,-0.144104,0.055114746,-0.046875,1.53125,1.09375,Respeck,Lying down left,7,s1714206,
30,1633611246582,-1.0239258,-0.14752197,0.07098389,2.5,0.84375,0.953125,Respeck,Lying down left,7,s1714206,
31,1633611246650,-1.0065918,-0.16729736,0.078063965,2.640625,1.90625,0.21875,Respeck,Lying down left,7,s1714206,
32,1633611246663,-1.0244141,-0.14019775,0.07977295,2.1875,1.28125,-0.28125,Respeck,Lying down left,7,s1714206,
33,1633611246692,-1.03125,-0.16680908,0.054626465,-0.21875,1.171875,-0.59375,Respeck,Lying down left,7,s1714206,
34,1633611246769,-1.0065918,-0.1404419,0.09051514,1.046875,1.953125,-0.84375,Respeck,Lying down left,7,s1714206,
35,1633611246776,-1.0273438,-0.14508057,0.059753418,-2.234375,2.40625,-0.109375,Respeck,Lying down left,7,s1714206,
36,1633611246842,-1.0205078,-0.14434814,0.09613037,-1.671875,0.984375,0.671875,Respeck,Lying down left,7,s1714206,
37,1633611246858,-1.0227051,-0.14117432,0.089538574,-0.234375,1.03125,0.234375,Respeck,Lying down left,7,s1714206,
38,1633611246888,-1.026123,-0.15484619,0.082458496,-0.078125,1.1875,0.421875,Respeck,Lying down left,7,s1714206,
39,1633611246964,-1.0258789,-0.13531494,0.08001709,0.515625,0.84375,0.53125,Respeck,Lying down left,7,s1714206,
40,1633611246978,-1.0251465,-0.13848877,0.0927124,1.265625,0.984375,0.375,Respeck,Lying down left,7,s1714206,
41,1633611247008,-1.0161133,-0.14605713,0.07269287,1.40625,0.625,0.34375,Respeck,Lying down left,7,s1714206,
42,1633611247083,-1.0109863,-0.14483643,0.08148193,1.65625,0.953125,1.046875,Respeck,Lying down left,7,s1714206,
43,1633611247089,-1.0131836,-0.14361572,0.08001709,0.328125,0.375,1.328125,Respeck,Lying down left,7,s1714206,
44,1633611247158,-1.0332031,-0.14630127,0.08465576,0.984375,1.0625,0.890625,Respeck,Lying down left,7,s1714206,
45,1633611247234,-1.0090332,-0.15631104,0.08880615,0.78125,0.84375,0.984375,Respeck,Lying down left,7,s1714206,
46,1633611247240,-1.0283203,-0.15045166,0.07733154,0.640625,1.171875,0.328125,Respeck,Lying down left,7,s1714206,
