,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
76,76,1633613038336,-0.055664062,-0.6174927,0.2633667,-4.71875,-3.0625,-3.4375,Respeck,Descending stairs,13,s1714206,
77,77,1633613038413,-0.115722656,-1.0923462,0.08685303,-9.265625,-11.390625,-8.765625,Respeck,Descending stairs,13,s1714206,
78,78,1633613038419,-0.13769531,-1.3831177,0.28289795,3.1875,-13.640625,-13.6875,Respeck,Descending stairs,13,s1714206,
79,79,1633613038489,-0.578125,-1.7932739,0.22918701,9.421875,-0.765625,-6.9375,Respeck,Descending stairs,13,s1714206,
80,80,1633613038501,-0.10644531,-1.7727661,0.4039917,0.046875,-10.390625,-10.75,Respeck,Descending stairs,13,s1714206,
81,81,1633613038532,-0.2487793,-1.3157349,0.41107178,19.734375,-10.125,5.265625,Respeck,Descending stairs,13,s1714206,
82,82,1633613038610,-0.013427734,-1.034729,0.39837646,9.9375,-1.84375,12.8125,Respeck,Descending stairs,13,s1714206,
83,83,1633613038618,-0.3671875,-0.4048462,0.2909546,4.453125,15.34375,-5.046875,Respeck,Descending stairs,13,s1714206,
84,84,1633613038684,-0.20019531,-0.65753174,-0.003479004,-7.21875,12.421875,-8.6875,Respeck,Descending stairs,13,s1714206,
85,85,1633613038698,0.0847168,-0.63726807,-0.0413208,-2.9375,-8.203125,2.078125,Respeck,Descending stairs,13,s1714206,
86,86,1633613038727,-0.15356445,-0.5232544,0.16156006,-3.84375,-19.8125,5.359375,Respeck,Descending stairs,13,s1714206,
87,87,1633613038803,-0.18530273,-0.8206177,0.32659912,-18.828125,-23.203125,-5.15625,Respeck,Descending stairs,13,s1714206,
88,88,1633613038810,-0.12475586,-0.64971924,0.3287964,-19.6875,4.234375,3.953125,Respeck,Descending stairs,13,s1714206,
89,89,1633613038877,-0.22167969,-0.63653564,0.21575928,-11.984375,17.796875,12.203125,Respeck,Descending stairs,13,s1714206,
90,90,1633613038893,-0.043945312,-0.897522,0.22332764,5.375,10.453125,-6.1875,Respeck,Descending stairs,13,s1714206,
91,91,1633613038922,-0.10229492,-1.859436,0.38934326,4.3125,-6.921875,-13.28125,Respeck,Descending stairs,13,s1714206,
92,92,1633613038999,-0.35180664,-1.9365845,0.4118042,9.609375,13.109375,1.265625,Respeck,Descending stairs,13,s1714206,
93,93,1633613039008,-0.030517578,-1.6067505,0.45037842,10.484375,8.6875,4.953125,Respeck,Descending stairs,13,s1714206,
94,94,1633613039074,-0.19433594,-1.0752563,0.5062866,17.8125,8.515625,5.59375,Respeck,Descending stairs,13,s1714206,
95,95,1633613039088,-0.0925293,-0.9024048,0.34661865,16.328125,3.078125,2.25,Respeck,Descending stairs,13,s1714206,
96,96,1633613039117,0.08666992,-0.72979736,0.30218506,9.046875,0.125,5.203125,Respeck,Descending stairs,13,s1714206,
97,97,1633613039194,0.06225586,-0.5437622,0.35760498,7.453125,0.375,6.5,Respeck,Descending stairs,13,s1714206,
98,98,1633613039204,0.0026855469,-0.5203247,0.24847412,-3.796875,2.25,5.140625,Respeck,Descending stairs,13,s1714206,
99,99,1633613039267,0.013427734,-0.5942993,0.15203857,-0.953125,-2.09375,-0.671875,Respeck,Descending stairs,13,s1714206,
100,100,1633613041773,-0.17456055,-0.9324341,0.04046631,10.96875,-0.875,-1.046875,Respeck,Descending stairs,13,s1714206,
101,101,1633613041845,0.009765625,-1.0791626,0.20062256,8.59375,-10.15625,-7.75,Respeck,Descending stairs,13,s1714206,
102,102,1633613041860,0.012451172,-1.1506958,0.21160889,5.625,-17.03125,6.484375,Respeck,Descending stairs,13,s1714206,
103,103,1633613041890,-0.2043457,-0.9573364,0.22357178,8.03125,-5.9375,8.796875,Respeck,Descending stairs,13,s1714206,
104,104,1633613041968,-0.17236328,-0.91900635,0.13641357,7.078125,-5.296875,3.953125,Respeck,Descending stairs,13,s1714206,
105,105,1633613041972,-0.12573242,-0.8880005,0.22650146,8.796875,-5.0625,2.46875,Respeck,Descending stairs,13,s1714206,
106,106,1633613042043,-0.15673828,-0.94854736,0.20819092,3.09375,-4.15625,3.96875,Respeck,Descending stairs,13,s1714206,
107,107,1633613042119,-0.13916016,-0.90704346,0.09100342,1.4375,-4.921875,4.703125,Respeck,Descending stairs,13,s1714206,
108,108,1633613042126,-0.1430664,-0.87164307,0.12860107,1.8125,-11.640625,6.15625,Respeck,Descending stairs,13,s1714206,
109,109,1633613042133,-0.0637207,-0.737854,0.12445068,1.1875,-20.390625,14.65625,Respeck,Descending stairs,13,s1714206,
110,110,1633613042162,-0.034423828,-0.6921997,0.21185303,-9.171875,-21.8125,13.109375,Respeck,Descending stairs,13,s1714206,
111,111,1633613042240,-0.23608398,-0.74664307,0.3517456,-25.90625,-14.28125,3.4375,Respeck,Descending stairs,13,s1714206,
112,112,1633613042318,-0.27270508,-0.63238525,0.17840576,-13.875,7.53125,3.03125,Respeck,Descending stairs,13,s1714206,
113,113,1633613042324,0.053222656,-0.61505127,0.14691162,-3.03125,3.859375,6.203125,Respeck,Descending stairs,13,s1714206,
114,114,1633613042330,-0.056152344,-0.65338135,0.19256592,-10.546875,-7.609375,3.25,Respeck,Descending stairs,13,s1714206,
115,115,1633613042358,-0.05419922,-0.94366455,0.1515503,4.640625,-7.140625,-1.109375,Respeck,Descending stairs,13,s1714206,
116,116,1633613042432,-0.052490234,-2.0,0.2921753,-16.25,-4.265625,-23.75,Respeck,Descending stairs,13,s1714206,
117,117,1633613042447,0.03466797,-1.6668091,0.32391357,15.859375,10.03125,10.015625,Respeck,Descending stairs,13,s1714206,
118,118,1633613042480,-0.08935547,-1.3692017,0.27069092,10.609375,-3.359375,6.15625,Respeck,Descending stairs,13,s1714206,
119,119,1633613042554,0.00390625,-1.279602,0.3685913,3.59375,-19.25,0.671875,Respeck,Descending stairs,13,s1714206,
120,120,1633613042560,-0.04736328,-1.0706177,0.40325928,2.625,-15.421875,-1.296875,Respeck,Descending stairs,13,s1714206,
121,121,1633613042628,-0.08666992,-0.80841064,0.30218506,-0.578125,-0.78125,5.859375,Respeck,Descending stairs,13,s1714206,
122,122,1633613042641,-0.07543945,-0.47320557,0.15203857,0.90625,14.359375,5.28125,Respeck,Descending stairs,13,s1714206,
123,123,1633613042672,0.12036133,-0.41583252,0.20501709,0.5,11.359375,2.0625,Respeck,Descending stairs,13,s1714206,
124,124,1633613042754,-0.049804688,-0.4421997,0.23040771,-2.453125,15.046875,0.75,Respeck,Descending stairs,13,s1714206,
125,125,1633613042763,0.041748047,-0.6746216,0.20526123,-7.15625,24.640625,-7.75,Respeck,Descending stairs,13,s1714206,
126,126,1633613042823,-0.25683594,-0.59039307,0.1864624,-9.28125,29.140625,-7.75,Respeck,Descending stairs,13,s1714206,
127,127,1633613042839,-0.17114258,-0.7617798,-0.016174316,14.359375,15.734375,-16.765625,Respeck,Descending stairs,13,s1714206,
128,128,1633613042867,-0.11450195,-1.7549438,0.043151855,5.765625,-14.953125,-16.109375,Respeck,Descending stairs,13,s1714206,
129,129,1633613042946,0.0031738281,-2.0,0.291687,16.140625,-25.296875,2.515625,Respeck,Descending stairs,13,s1714206,
130,130,1633613042955,-0.7729492,-1.539856,0.4406128,12.8125,-15.171875,11.328125,Respeck,Descending stairs,13,s1714206,
131,131,1633613043019,-0.118896484,-1.3440552,0.39227295,1.015625,12.75,2.5625,Respeck,Descending stairs,13,s1714206,
132,132,1633613043034,-0.06713867,-0.33306885,0.22576904,-11.671875,14.515625,14.328125,Respeck,Descending stairs,13,s1714206,
133,133,1633613043062,-0.09667969,-0.59259033,-0.11212158,-18.921875,-5.796875,9.125,Respeck,Descending stairs,13,s1714206,
134,134,1633613043139,0.10913086,-0.7803345,0.08709717,-12.546875,-21.1875,1.078125,Respeck,Descending stairs,13,s1714206,
135,135,1633613043145,-0.27416992,-0.5366821,0.31903076,-18.28125,-26.546875,14.453125,Respeck,Descending stairs,13,s1714206,
136,136,1633613043214,-0.30322266,-0.48468018,0.24993896,-24.359375,-5.78125,8.875,Respeck,Descending stairs,13,s1714206,
137,137,1633613043228,0.0063476562,-0.2300415,0.07635498,-6.90625,7.828125,20.46875,Respeck,Descending stairs,13,s1714206,
138,138,1633613043257,0.09057617,-0.4595337,-0.008605957,15.8125,-0.171875,12.640625,Respeck,Descending stairs,13,s1714206,
139,139,1633613043333,0.1628418,-1.6106567,0.2897339,10.953125,-12.515625,-16.28125,Respeck,Descending stairs,13,s1714206,
140,140,1633613043339,-0.2524414,-2.0,0.5829468,14.796875,0.78125,1.8125,Respeck,Descending stairs,13,s1714206,
141,141,1633613043409,0.07495117,-1.7510376,0.37860107,17.84375,33.578125,8.109375,Respeck,Descending stairs,13,s1714206,
142,142,1633613043424,-0.045166016,-1.2744751,0.44940186,8.0,8.75,6.546875,Respeck,Descending stairs,13,s1714206,
143,143,1633613043451,-0.0024414062,-1.0073853,0.31195068,4.265625,0.875,-1.734375,Respeck,Descending stairs,13,s1714206,
144,144,1633613043528,0.14819336,-0.8569946,0.2597046,-1.859375,-3.703125,3.1875,Respeck,Descending stairs,13,s1714206,
145,145,1633613043534,0.064208984,-0.5947876,0.32147217,-5.703125,9.40625,9.5625,Respeck,Descending stairs,13,s1714206,
146,146,1633613043603,-0.030029297,-0.37213135,0.21453857,-2.953125,18.4375,7.90625,Respeck,Descending stairs,13,s1714206,
147,147,1633613043618,0.040527344,-0.40679932,-0.0071411133,1.65625,12.390625,-1.390625,Respeck,Descending stairs,13,s1714206,
148,148,1633613043648,0.07421875,-0.5261841,0.20037842,-3.46875,5.15625,-6.6875,Respeck,Descending stairs,13,s1714206,
149,149,1633613043724,0.1574707,-0.7258911,0.18890381,1.625,-24.34375,-8.296875,Respeck,Descending stairs,13,s1714206,
150,150,1633613043732,-0.092041016,-1.2554321,0.020690918,-4.40625,-22.6875,-20.3125,Respeck,Descending stairs,13,s1714206,
151,151,1633613043801,-0.1640625,-1.5037231,0.17694092,9.40625,-23.078125,-13.890625,Respeck,Descending stairs,13,s1714206,
152,152,1633613043815,-0.6040039,-2.0,0.36663818,11.453125,-8.921875,-15.5625,Respeck,Descending stairs,13,s1714206,
153,153,1633613043841,-0.107421875,-1.7747192,0.35491943,7.78125,-14.125,-5.640625,Respeck,Descending stairs,13,s1714206,
154,154,1633613043917,-0.068603516,-1.4524536,0.40081787,-1.1875,-1.546875,12.34375,Respeck,Descending stairs,13,s1714206,
155,155,1633613043931,-0.11694336,-0.74102783,0.28289795,5.75,-3.484375,15.828125,Respeck,Descending stairs,13,s1714206,
156,156,1633613043964,-0.2253418,-0.48687744,0.17840576,4.578125,-3.984375,9.140625,Respeck,Descending stairs,13,s1714206,
157,157,1633613044036,-0.07397461,-0.4258423,0.051696777,4.65625,-7.515625,5.703125,Respeck,Descending stairs,13,s1714206,
158,158,1633613044040,-0.17163086,-0.5940552,0.10443115,-10.578125,-16.796875,-3.640625,Respeck,Descending stairs,13,s1714206,
159,159,1633613044114,-0.1887207,-0.7576294,0.07977295,-21.96875,-34.078125,-8.65625,Respeck,Descending stairs,13,s1714206,
160,160,1633613044125,-0.18115234,-0.6057739,0.24407959,-11.890625,-26.546875,-4.40625,Respeck,Descending stairs,13,s1714206,
161,161,1633613044157,-0.08569336,-0.46588135,0.15716553,-13.9375,-4.046875,1.890625,Respeck,Descending stairs,13,s1714206,
162,162,1633613044233,-0.083740234,-0.56866455,0.105895996,-8.578125,6.109375,4.28125,Respeck,Descending stairs,13,s1714206,
163,163,1633613044238,-0.044921875,-1.4180298,0.19671631,-5.953125,2.453125,-14.78125,Respeck,Descending stairs,13,s1714206,
164,164,1633613044309,-0.14624023,-1.9431763,0.3673706,16.578125,7.859375,-11.828125,Respeck,Descending stairs,13,s1714206,
165,165,1633613044323,-0.14794922,-2.0,0.43255615,5.15625,19.296875,6.359375,Respeck,Descending stairs,13,s1714206,
166,166,1633613044351,-0.103271484,-1.5161743,0.51190186,5.65625,6.25,6.234375,Respeck,Descending stairs,13,s1714206,
167,167,1633613044428,-0.14111328,-1.1399536,0.41326904,7.28125,3.40625,3.890625,Respeck,Descending stairs,13,s1714206,
168,168,1633613044434,-0.10888672,-0.9053345,0.29974365,0.421875,4.640625,1.859375,Respeck,Descending stairs,13,s1714206,
169,169,1633613044504,-0.0056152344,-0.645813,0.26971436,1.15625,8.109375,6.53125,Respeck,Descending stairs,13,s1714206,
170,170,1633613044516,-0.05493164,-0.4187622,0.2098999,-1.21875,16.984375,9.984375,Respeck,Descending stairs,13,s1714206,
171,171,1633613044549,-0.063964844,-0.33355713,0.13909912,-2.109375,18.390625,3.828125,Respeck,Descending stairs,13,s1714206,
172,172,1633613044624,0.12207031,-0.68414307,0.14276123,-5.8125,10.328125,-7.828125,Respeck,Descending stairs,13,s1714206,
173,173,1633613044632,-0.026367188,-0.81085205,0.3065796,0.453125,-2.5,-4.8125,Respeck,Descending stairs,13,s1714206,
174,174,1633613044697,0.12866211,-0.7564087,0.18255615,-1.359375,-5.140625,4.515625,Respeck,Descending stairs,13,s1714206,
175,175,1633613044713,-0.14770508,-1.1296997,0.05316162,-5.015625,-8.5,-4.671875,Respeck,Descending stairs,13,s1714206,
176,176,1633613044743,-0.17602539,-1.140686,0.24627686,0.640625,-29.484375,-10.078125,Respeck,Descending stairs,13,s1714206,
177,177,1633613044818,-0.5102539,-1.7293091,0.28094482,12.171875,-24.59375,-7.859375,Respeck,Descending stairs,13,s1714206,
178,178,1633613044823,-0.18774414,-1.9805298,0.46624756,-9.5,-23.921875,-9.375,Respeck,Descending stairs,13,s1714206,
179,179,1633613044893,-0.35229492,-1.3777466,0.38006592,1.921875,-9.25,10.78125,Respeck,Descending stairs,13,s1714206,
180,180,1633613044907,-0.09277344,-1.1074829,0.4467163,0.25,3.828125,14.03125,Respeck,Descending stairs,13,s1714206,
181,181,1633613044938,-0.20214844,-0.41900635,0.2555542,-0.96875,5.984375,9.96875,Respeck,Descending stairs,13,s1714206,
182,182,1633613045015,-0.22558594,-0.43096924,0.06512451,-1.203125,10.609375,3.53125,Respeck,Descending stairs,13,s1714206,
183,183,1633613045024,0.087890625,-0.49639893,0.020446777,2.125,-2.328125,5.421875,Respeck,Descending stairs,13,s1714206,
184,184,1633613045089,-0.24291992,-0.43511963,0.19329834,-2.59375,-10.953125,2.625,Respeck,Descending stairs,13,s1714206,
185,185,1633613045103,-0.44384766,-0.8015747,0.24285889,-17.046875,4.375,-19.515625,Respeck,Descending stairs,13,s1714206,
186,186,1633613045133,-0.09472656,-0.61920166,0.24603271,-7.21875,24.203125,-14.53125,Respeck,Descending stairs,13,s1714206,
187,187,1633613045213,0.17163086,-0.78741455,0.18231201,-0.796875,18.03125,3.4375,Respeck,Descending stairs,13,s1714206,
188,188,1633613045218,0.2631836,-1.1045532,0.066589355,11.890625,8.390625,1.234375,Respeck,Descending stairs,13,s1714206,
189,189,1633613045282,-0.18457031,-1.8838501,0.72406006,-1.6875,-4.546875,-17.015625,Respeck,Descending stairs,13,s1714206,
190,190,1633613045296,-0.42700195,-1.8179321,0.38446045,14.03125,19.203125,0.21875,Respeck,Descending stairs,13,s1714206,
191,191,1633613045325,0.08227539,-1.5718384,0.45355225,3.953125,9.171875,-1.171875,Respeck,Descending stairs,13,s1714206,
192,192,1633613045403,-0.16186523,-1.1841431,0.4779663,9.671875,2.828125,8.40625,Respeck,Descending stairs,13,s1714206,
193,193,1633613045412,-0.23486328,-0.80255127,0.26849365,7.171875,6.03125,-0.9375,Respeck,Descending stairs,13,s1714206,
194,194,1633613045477,-0.21118164,-0.63775635,0.2904663,1.890625,12.640625,-2.5,Respeck,Descending stairs,13,s1714206,
195,195,1633613045493,-0.16479492,-0.48443604,0.22576904,0.421875,27.765625,1.9375,Respeck,Descending stairs,13,s1714206,
196,196,1633613045523,0.0146484375,-0.44903564,0.10003662,-0.171875,31.9375,4.109375,Respeck,Descending stairs,13,s1714206,
197,197,1633613045598,0.12182617,-0.5249634,0.097351074,5.25,18.640625,-6.75,Respeck,Descending stairs,13,s1714206,
198,198,1633613045607,0.09033203,-0.46588135,0.21063232,8.65625,9.8125,1.203125,Respeck,Descending stairs,13,s1714206,
199,199,1633613045674,0.020507812,-0.7781372,-0.021057129,-0.1875,-2.296875,-4.1875,Respeck,Descending stairs,13,s1714206,
200,200,1633613045687,-0.35107422,-1.2427368,0.18231201,8.609375,-15.9375,-23.75,Respeck,Descending stairs,13,s1714206,
201,201,1633613045717,-0.6130371,-2.0,0.019958496,12.828125,-25.75,-19.140625,Respeck,Descending stairs,13,s1714206,
202,202,1633613045793,-0.2861328,-1.9920044,0.2514038,5.171875,-41.25,-0.921875,Respeck,Descending stairs,13,s1714206,
203,203,1633613045808,-0.48120117,-1.4451294,0.40374756,23.21875,-23.171875,4.828125,Respeck,Descending stairs,13,s1714206,
204,204,1633613045836,-0.19433594,-1.145813,0.4689331,5.796875,2.53125,9.5625,Respeck,Descending stairs,13,s1714206,
205,205,1633613045913,-0.3232422,-0.47418213,0.18035889,-2.0,18.953125,1.921875,Respeck,Descending stairs,13,s1714206,
206,206,1633613045920,-0.19213867,-0.5730591,-0.027648926,-6.09375,6.765625,-1.1875,Respeck,Descending stairs,13,s1714206,
207,207,1633613045988,0.009765625,-0.6199341,0.0004272461,-5.65625,-12.21875,-1.78125,Respeck,Descending stairs,13,s1714206,
208,208,1633613046003,-0.31713867,-0.52593994,0.12908936,-7.640625,-18.0625,5.609375,Respeck,Descending stairs,13,s1714206,
209,209,1633613046033,-0.28955078,-0.49713135,0.17303467,-16.578125,-8.765625,-0.90625,Respeck,Descending stairs,13,s1714206,
