,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
0,1633611378377,-0.12548828,-1.0247192,0.30633545,-18.734375,-36.46875,0.8125,Respeck,Walking at normal speed,1,s1714206,
1,1633611378407,-0.16333008,-0.91485596,0.31463623,-11.234375,-35.3125,1.78125,Respeck,Walking at normal speed,1,s1714206,
2,1633611378485,-0.25097656,-0.7312622,0.19915771,1.609375,-29.296875,0.5625,Respeck,Walking at normal speed,1,s1714206,
3,1633611378489,-0.04248047,-1.0029907,0.10296631,11.9375,-16.21875,-7.5625,Respeck,Walking at normal speed,1,s1714206,
4,1633611378559,-0.036865234,-1.1851196,0.24871826,17.734375,-38.484375,-13.296875,Respeck,Walking at normal speed,1,s1714206,
5,1633611378574,-0.19995117,-1.0044556,0.41253662,11.390625,-53.359375,-7.875,Respeck,Walking at normal speed,1,s1714206,
6,1633611378604,-0.46069336,-0.9380493,0.2675171,2.078125,-39.828125,-5.40625,Respeck,Walking at normal speed,1,s1714206,
7,1633611378680,-0.15258789,-0.84747314,0.22796631,4.015625,-37.0,-6.5,Respeck,Walking at normal speed,1,s1714206,
8,1633611378687,-0.12646484,-0.95562744,0.17401123,8.375,-40.75,-2.890625,Respeck,Walking at normal speed,1,s1714206,
9,1633611378755,-0.23413086,-0.90338135,0.22039795,7.359375,-38.59375,4.921875,Respeck,Walking at normal speed,1,s1714206,
10,1633611378770,-0.31567383,-1.0205688,0.30950928,12.28125,-30.5625,3.921875,Respeck,Walking at normal speed,1,s1714206,
11,1633611378797,-0.30200195,-1.0549927,0.27703857,2.140625,-20.765625,4.4375,Respeck,Walking at normal speed,1,s1714206,
12,1633611378874,-0.20898438,-0.9729614,0.30413818,-0.1875,-21.65625,4.421875,Respeck,Walking at normal speed,1,s1714206,
13,1633611378878,-0.17993164,-1.0020142,0.23162842,-2.609375,-22.46875,4.515625,Respeck,Walking at normal speed,1,s1714206,
14,1633611378948,-0.28295898,-0.9898071,0.23382568,-2.1875,-25.609375,8.328125,Respeck,Walking at normal speed,1,s1714206,
15,1633611378963,-0.25854492,-0.9907837,0.25506592,-5.15625,-22.65625,12.484375,Respeck,Walking at normal speed,1,s1714206,
16,1633611378996,-0.24975586,-1.0308228,0.32684326,-6.359375,-20.078125,12.328125,Respeck,Walking at normal speed,1,s1714206,
17,1633611379069,-0.35864258,-1.2041626,0.29144287,-8.015625,-13.890625,9.84375,Respeck,Walking at normal speed,1,s1714206,
18,1633611379076,-0.25756836,-1.3347778,0.24725342,-8.4375,-7.8125,10.171875,Respeck,Walking at normal speed,1,s1714206,
19,1633611379146,-0.08886719,-1.0835571,0.19818115,-14.40625,-9.5625,9.921875,Respeck,Walking at normal speed,1,s1714206,
20,1633611379158,-0.091796875,-0.9348755,0.11517334,-17.015625,-7.84375,10.15625,Respeck,Walking at normal speed,1,s1714206,
21,1633611379189,0.08081055,-0.7312622,0.09906006,-14.90625,-5.6875,8.625,Respeck,Walking at normal speed,1,s1714206,
22,1633611379234,0.06201172,-1.0234985,0.19500732,-3.703125,5.78125,6.703125,Respeck,Walking at normal speed,1,s1714206,
23,1633611379262,-0.20629883,-1.013977,0.31903076,-12.1875,12.34375,4.125,Respeck,Walking at normal speed,1,s1714206,
24,1633611379309,-0.1159668,-1.0476685,0.309021,-17.28125,19.546875,4.34375,Respeck,Walking at normal speed,1,s1714206,
25,1633611379386,0.018066406,-0.954895,0.30926514,-8.296875,23.265625,-0.875,Respeck,Walking at normal speed,1,s1714206,
26,1633611379392,0.06713867,-0.9505005,0.3114624,-1.703125,21.109375,-2.046875,Respeck,Walking at normal speed,1,s1714206,
27,1633611379459,-0.04736328,-0.95880127,0.3751831,-5.0625,14.28125,-1.328125,Respeck,Walking at normal speed,1,s1714206,
28,1633611379465,-0.076171875,-0.8323364,0.45184326,-8.5,15.703125,-1.96875,Respeck,Walking at normal speed,1,s1714206,
29,1633611379532,-0.1940918,-0.7625122,0.41912842,-9.65625,22.53125,-6.53125,Respeck,Walking at normal speed,1,s1714206,
30,1633611379547,-0.076416016,-0.7005005,0.28875732,-9.78125,19.515625,-10.109375,Respeck,Walking at normal speed,1,s1714206,
31,1633611379578,0.092285156,-0.80914307,0.3085327,-7.984375,15.234375,-16.40625,Respeck,Walking at normal speed,1,s1714206,
32,1633611379653,0.17797852,-0.99420166,0.37591553,-1.609375,3.328125,-7.640625,Respeck,Walking at normal speed,1,s1714206,
