,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
0,1633613271525,-0.1105957,-0.97052,0.4039917,13.421875,18.984375,-22.59375,Respeck,Running,11,s1714206,
1,1633613271600,-0.06689453,-0.8604126,-0.09991455,18.265625,19.5625,-12.484375,Respeck,Running,11,s1714206,
2,1633613271614,0.084472656,-0.37750244,-0.3147583,32.0625,17.703125,0.40625,Respeck,Running,11,s1714206,
3,1633613271644,-0.11352539,-0.57525635,-0.48712158,38.859375,33.71875,-2.6875,Respeck,Running,11,s1714206,
4,1633613271722,-0.8125,-2.0,-0.14581299,33.3125,9.796875,-18.65625,Respeck,Running,11,s1714206,
5,1633613271724,-0.4482422,-2.0,-0.07940674,10.125,42.4375,1.578125,Respeck,Running,11,s1714206,
6,1633613271796,-0.23925781,-2.0,0.011413574,6.515625,41.78125,25.1875,Respeck,Running,11,s1714206,
7,1633613271810,-0.23339844,-1.4016724,-0.06817627,35.578125,32.84375,34.015625,Respeck,Running,11,s1714206,
8,1633613271839,-0.0546875,-0.84503174,-0.29718018,9.109375,28.328125,39.515625,Respeck,Running,11,s1714206,
9,1633613271916,-0.011474609,-0.28936768,-0.144104,-5.578125,17.921875,35.015625,Respeck,Running,11,s1714206,
10,1633613271919,0.040527344,0.10345459,-0.18170166,-19.265625,5.40625,33.328125,Respeck,Running,11,s1714206,
11,1633613271963,0.099365234,0.15765381,-0.07696533,-14.8125,-24.125,24.421875,Respeck,Running,11,s1714206,
12,1633613272005,0.0715332,0.04925537,-0.023254395,-26.5,-42.734375,16.40625,Respeck,Running,11,s1714206,
13,1633613272036,0.0126953125,-0.14996338,-0.089660645,-9.5,-78.421875,15.03125,Respeck,Running,11,s1714206,
14,1633613272083,-0.86621094,-2.0,-0.36309814,4.515625,-8.15625,-37.15625,Respeck,Running,11,s1714206,
15,1633613272110,1.1467285,-2.0,-0.7539673,-11.515625,-39.96875,8.8125,Respeck,Running,11,s1714206,
16,1633613272185,-0.60546875,-2.0,-0.073791504,-7.328125,-52.34375,7.609375,Respeck,Running,11,s1714206,
17,1633613272203,-0.27539062,-1.1477661,0.047790527,-4.796875,-40.078125,-22.78125,Respeck,Running,11,s1714206,
18,1633613272230,0.04296875,-0.7974243,0.24945068,-9.625,-43.015625,-16.34375,Respeck,Running,11,s1714206,
19,1633613272305,-0.052490234,-0.13702393,-0.1104126,12.859375,-5.375,-4.953125,Respeck,Running,11,s1714206,
20,1633613272309,-0.27514648,0.3727417,-0.024475098,11.4375,7.71875,-14.390625,Respeck,Running,11,s1714206,
21,1633613272381,-0.17895508,-0.02911377,-0.065979004,-0.078125,34.625,-20.96875,Respeck,Running,11,s1714206,
22,1633613272394,-0.06958008,0.10003662,0.10784912,-6.34375,43.0,-17.53125,Respeck,Running,11,s1714206,
23,1633613272425,-0.32666016,-1.298645,-0.4751587,-10.390625,28.890625,-46.875,Respeck,Running,11,s1714206,
24,1633613272500,-0.66845703,-2.0,-0.269104,19.046875,24.875,-23.140625,Respeck,Running,11,s1714206,
25,1633613272504,-0.92456055,-2.0,0.5907593,-6.328125,72.765625,23.59375,Respeck,Running,11,s1714206,
26,1633613272575,-0.25561523,-1.5476685,-0.11993408,4.015625,104.921875,22.734375,Respeck,Running,11,s1714206,
27,1633613272590,0.049560547,-0.99346924,-0.27349854,-0.25,73.03125,29.125,Respeck,Running,11,s1714206,
28,1633613272620,-0.005859375,-0.058166504,-0.1663208,-0.203125,31.515625,24.0625,Respeck,Running,11,s1714206,
29,1633613272697,-0.24902344,0.27386475,-0.25006104,-20.40625,34.15625,25.984375,Respeck,Running,11,s1714206,
30,1633613272711,0.23486328,0.17547607,-0.27178955,8.65625,22.453125,14.140625,Respeck,Running,11,s1714206,
31,1633613272741,0.20776367,0.19915771,-0.00030517578,13.203125,6.90625,28.0625,Respeck,Running,11,s1714206,
32,1633613272817,0.06640625,-0.24591064,-0.13922119,0.671875,-26.5625,27.328125,Respeck,Running,11,s1714206,
33,1633613272823,-0.08276367,-2.0,0.039978027,17.546875,-15.109375,-53.8125,Respeck,Running,11,s1714206,
34,1633613272891,0.12866211,-2.0,0.14056396,-24.1875,-35.328125,16.90625,Respeck,Running,11,s1714206,
35,1633613272906,0.072753906,-2.0,0.16571045,-13.828125,-36.796875,-12.03125,Respeck,Running,11,s1714206,
36,1633613272935,-0.23852539,-1.0420532,0.15911865,-17.5625,-33.390625,-14.28125,Respeck,Running,11,s1714206,
37,1633613273011,0.14892578,-0.6814575,0.113464355,-21.078125,-28.234375,-12.1875,Respeck,Running,11,s1714206,
38,1633613273017,-0.32861328,0.37957764,-0.14874268,-1.3125,-11.265625,-7.953125,Respeck,Running,11,s1714206,
39,1633613273086,-0.19165039,0.34832764,-0.034729004,3.484375,4.4375,-22.296875,Respeck,Running,11,s1714206,
40,1633613273101,-0.012207031,0.09246826,-0.030334473,5.25,19.5625,-24.875,Respeck,Running,11,s1714206,
41,1633613273130,-0.060791016,0.032409668,0.18548584,-4.453125,11.421875,-22.65625,Respeck,Running,11,s1714206,
42,1633613273221,-0.0390625,-1.2417603,-0.2798462,12.625,0.359375,-30.265625,Respeck,Running,11,s1714206,
