,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
0,1633613099979,-0.020996094,-0.94659424,0.25042725,10.5,-11.96875,2.15625,Respeck,Climbing stairs,12,s1714206,
1,1633613100045,-0.009277344,-0.9573364,0.2062378,10.375,-13.75,-0.921875,Respeck,Climbing stairs,12,s1714206,
2,1633613100122,0.044677734,-1.1192017,0.31488037,7.3125,-11.890625,-0.78125,Respeck,Climbing stairs,12,s1714206,
3,1633613100124,-0.075683594,-1.0901489,0.21234131,2.34375,-7.59375,-3.625,Respeck,Climbing stairs,12,s1714206,
4,1633613100136,0.03930664,-1.237854,0.26361084,-1.296875,-2.890625,-10.875,Respeck,Climbing stairs,12,s1714206,
5,1633613100166,0.064941406,-1.4917603,-0.020812988,4.765625,-12.515625,-15.296875,Respeck,Climbing stairs,12,s1714206,
6,1633613100243,-0.19189453,-1.5054321,0.24066162,4.671875,-14.875,-16.765625,Respeck,Climbing stairs,12,s1714206,
7,1633613100255,-0.35986328,-1.4397583,-0.120666504,6.421875,3.390625,-3.25,Respeck,Climbing stairs,12,s1714206,
8,1633613100287,-0.18481445,-0.6921997,-0.117248535,1.90625,15.390625,0.34375,Respeck,Climbing stairs,12,s1714206,
9,1633613100364,-0.17773438,-0.9104614,-0.16412354,4.203125,19.0625,-9.390625,Respeck,Climbing stairs,12,s1714206,
10,1633613100370,-0.34521484,-0.8706665,0.023864746,11.0625,15.046875,-9.265625,Respeck,Climbing stairs,12,s1714206,
11,1633613100439,-0.26635742,-0.7415161,-0.022521973,17.640625,22.078125,-4.28125,Respeck,Climbing stairs,12,s1714206,
12,1633613100453,-0.21166992,-0.6699829,0.008972168,17.546875,25.625,-1.609375,Respeck,Climbing stairs,12,s1714206,
13,1633613100480,-0.23510742,-0.81134033,-0.0037231445,20.484375,30.984375,1.546875,Respeck,Climbing stairs,12,s1714206,
14,1633613100558,-0.17919922,-0.9104614,0.03338623,20.484375,31.15625,4.59375,Respeck,Climbing stairs,12,s1714206,
15,1633613100563,-0.25463867,-0.9590454,0.04949951,9.109375,29.03125,6.84375,Respeck,Climbing stairs,12,s1714206,
16,1633613100632,-0.26367188,-1.2957153,-0.03277588,0.796875,27.015625,2.1875,Respeck,Climbing stairs,12,s1714206,
17,1633613100649,-0.23901367,-1.5674438,-0.13018799,0.890625,20.546875,7.65625,Respeck,Climbing stairs,12,s1714206,
18,1633613100676,-0.21582031,-1.4487915,-0.17218018,4.625,0.109375,17.578125,Respeck,Climbing stairs,12,s1714206,
19,1633613100753,-0.046142578,-1.2576294,-0.046447754,-12.90625,-29.640625,22.328125,Respeck,Climbing stairs,12,s1714206,
20,1633613100758,-0.13720703,-1.0025024,-0.26690674,1.28125,-15.953125,18.984375,Respeck,Climbing stairs,12,s1714206,
21,1633613100826,0.38452148,-0.8911743,-0.12164307,-14.359375,-36.953125,5.078125,Respeck,Climbing stairs,12,s1714206,
22,1633613100842,0.00390625,-1.2485962,0.051696777,-14.09375,-26.25,22.78125,Respeck,Climbing stairs,12,s1714206,
23,1633613100872,-0.2668457,-0.5784302,-0.08428955,-11.515625,-5.484375,2.796875,Respeck,Climbing stairs,12,s1714206,
24,1633613100948,-0.026123047,-0.47149658,0.024841309,-4.359375,-4.625,2.390625,Respeck,Climbing stairs,12,s1714206,
25,1633613100954,0.080078125,-0.7595825,0.08465576,0.0,-4.84375,5.25,Respeck,Climbing stairs,12,s1714206,
