,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
0,1633611776716,0.13964844,-0.85528564,0.37469482,1.75,-2.796875,3.375,Respeck,Falling on knees,48,s1714206,
1,1633611776793,0.09350586,-0.7542114,0.32122803,1.671875,-4.953125,5.015625,Respeck,Falling on knees,48,s1714206,
2,1633611776796,0.036132812,-0.7349243,0.2584839,3.453125,-4.046875,6.25,Respeck,Falling on knees,48,s1714206,
3,1633611776867,0.04296875,-0.73760986,0.26654053,8.28125,0.1875,4.625,Respeck,Falling on knees,48,s1714206,
4,1633611776884,0.05126953,-0.9260864,0.34881592,7.484375,5.5,1.265625,Respeck,Falling on knees,48,s1714206,
5,1633611776912,0.07055664,-0.8843384,0.3727417,-4.25,4.0,2.375,Respeck,Falling on knees,48,s1714206,
6,1633611776986,0.09887695,-0.6338501,0.3287964,-2.34375,-1.53125,3.96875,Respeck,Falling on knees,48,s1714206,
7,1633611776989,0.025634766,-0.628479,0.29925537,-1.421875,2.9375,0.6875,Respeck,Falling on knees,48,s1714206,
8,1633611777063,-0.045410156,-0.63897705,0.2892456,2.03125,6.515625,-3.109375,Respeck,Falling on knees,48,s1714206,
9,1633611777079,0.1508789,-0.79034424,0.34222412,13.015625,2.390625,2.09375,Respeck,Falling on knees,48,s1714206,
10,1633611777108,0.053955078,-0.7810669,0.39935303,19.8125,-5.28125,4.859375,Respeck,Falling on knees,48,s1714206,
11,1633611777182,-0.033447266,-0.6253052,0.3776245,9.609375,-9.328125,-0.03125,Respeck,Falling on knees,48,s1714206,
12,1633611777197,0.025146484,-0.57110596,0.3024292,12.5625,-3.015625,-2.84375,Respeck,Falling on knees,48,s1714206,
13,1633611777229,-0.09716797,-0.4968872,0.35443115,11.109375,-2.15625,-0.125,Respeck,Falling on knees,48,s1714206,
14,1633611777304,-0.088378906,-0.54400635,0.11590576,10.359375,-10.109375,-5.703125,Respeck,Falling on knees,48,s1714206,
15,1633611777311,0.22314453,-1.375061,0.260437,26.84375,-22.46875,-24.9375,Respeck,Falling on knees,48,s1714206,
16,1633611777379,0.5678711,-2.0,0.022888184,27.203125,-7.28125,-3.515625,Respeck,Falling on knees,48,s1714206,
17,1633611777392,0.4140625,-2.0,-0.569397,32.703125,34.765625,-2.671875,Respeck,Falling on knees,48,s1714206,
18,1633611777423,0.6826172,-1.9841919,0.28118896,12.5,35.15625,-8.03125,Respeck,Falling on knees,48,s1714206,
19,1633611777498,-0.07714844,-1.3870239,0.5765991,13.6875,26.84375,18.203125,Respeck,Falling on knees,48,s1714206,
20,1633611777502,0.12915039,-0.84747314,0.20770264,-6.8125,26.609375,-3.8125,Respeck,Falling on knees,48,s1714206,
21,1633611777575,-0.02734375,-0.505188,0.09637451,-9.625,10.515625,5.96875,Respeck,Falling on knees,48,s1714206,
22,1633611777587,0.31030273,-0.9578247,0.04876709,-12.15625,9.78125,-4.59375,Respeck,Falling on knees,48,s1714206,
23,1633611777617,0.0009765625,-0.723938,0.08782959,-19.921875,11.09375,-1.828125,Respeck,Falling on knees,48,s1714206,
24,1633611777662,-0.015625,-0.69122314,0.10394287,-19.5,4.96875,-3.8125,Respeck,Falling on knees,48,s1714206,
25,1633611777694,0.12426758,-0.9639282,0.11248779,-25.15625,7.265625,-5.75,Respeck,Falling on knees,48,s1714206,
