,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes
0,1633611855632,0.10498047,-0.92681885,0.17352295,2.8125,9.3125,3.578125,Respeck,Falling on the right,46,s1714206,
1,1633611855663,0.07055664,-0.90948486,0.16790771,3.796875,15.1875,2.5,Respeck,Falling on the right,46,s1714206,
2,1633611855740,0.047851562,-0.88897705,0.12249756,7.625,16.484375,3.796875,Respeck,Falling on the right,46,s1714206,
3,1633611855745,0.17675781,-0.9011841,0.15740967,9.671875,11.609375,2.09375,Respeck,Falling on the right,46,s1714206,
4,1633611855815,0.19238281,-0.86798096,0.16522217,10.5,8.75,2.875,Respeck,Falling on the right,46,s1714206,
5,1633611855831,0.14282227,-0.90167236,0.13323975,10.71875,-2.234375,6.875,Respeck,Falling on the right,46,s1714206,
6,1633611855856,0.30541992,-1.0015259,0.16619873,14.1875,-12.609375,-1.8125,Respeck,Falling on the right,46,s1714206,
7,1633611855904,0.18017578,-1.0549927,0.18841553,15.328125,-7.671875,-0.9375,Respeck,Falling on the right,46,s1714206,
8,1633611855933,0.115234375,-0.88409424,0.24847412,11.296875,-5.25,0.109375,Respeck,Falling on the right,46,s1714206,
9,1633611855977,0.15478516,-0.6045532,0.17572021,14.21875,-13.0625,5.375,Respeck,Falling on the right,46,s1714206,
10,1633611856057,0.10205078,-0.4680786,0.05657959,9.59375,-25.984375,-2.359375,Respeck,Falling on the right,46,s1714206,
11,1633611856063,-0.076416016,-0.6524048,0.027526855,4.078125,-31.21875,-15.21875,Respeck,Falling on the right,46,s1714206,
12,1633611856127,-0.043945312,-0.864563,0.10614014,6.421875,-31.96875,-15.625,Respeck,Falling on the right,46,s1714206,
13,1633611856129,0.083496094,-0.8574829,0.09857178,4.140625,-30.171875,2.703125,Respeck,Falling on the right,46,s1714206,
14,1633611856205,0.056640625,-0.67803955,0.05706787,16.140625,-37.046875,-1.125,Respeck,Falling on the right,46,s1714206,
15,1633611856219,-0.005126953,-0.93341064,0.012145996,17.765625,-29.703125,-6.84375,Respeck,Falling on the right,46,s1714206,
16,1633611856247,-0.25317383,-1.2581177,0.10394287,16.34375,-27.953125,-8.96875,Respeck,Falling on the right,46,s1714206,
17,1633611856323,-0.22436523,-0.7432251,-0.016174316,5.5625,-26.96875,9.703125,Respeck,Falling on the right,46,s1714206,
18,1633611856329,-0.1940918,-0.6157837,0.020690918,14.28125,-34.015625,14.125,Respeck,Falling on the right,46,s1714206,
19,1633611856398,-0.07836914,-0.7822876,0.026306152,16.5625,-27.015625,20.9375,Respeck,Falling on the right,46,s1714206,
20,1633611856412,-0.103759766,-0.70635986,-0.40142822,14.59375,-22.3125,40.828125,Respeck,Falling on the right,46,s1714206,
21,1633611856443,0.26611328,-0.86431885,-0.347229,32.421875,-53.6875,49.875,Respeck,Falling on the right,46,s1714206,
22,1633611856519,0.7675781,-1.5542603,-0.34405518,16.671875,-66.8125,52.265625,Respeck,Falling on the right,46,s1714206,
23,1633611856523,0.30200195,-1.4204712,-0.3862915,-40.140625,-29.828125,93.140625,Respeck,Falling on the right,46,s1714206,
24,1633611856594,0.01171875,-0.8115845,-0.17584229,-32.84375,-55.28125,74.46875,Respeck,Falling on the right,46,s1714206,
25,1633611856609,0.9748535,-1.1619263,0.6173706,-41.171875,-50.796875,75.984375,Respeck,Falling on the right,46,s1714206,
26,1633611856638,1.1599121,-1.27594,0.47991943,-49.3125,-58.75,87.5,Respeck,Falling on the right,46,s1714206,
27,1633611856716,1.4187012,-0.84747314,1.0560913,-77.5625,-19.71875,110.09375,Respeck,Falling on the right,46,s1714206,
28,1633611856722,0.6699219,-0.31915283,1.0621948,-79.578125,-34.296875,117.375,Respeck,Falling on the right,46,s1714206,
29,1633611856790,1.6120605,0.3456421,0.74871826,-37.921875,-45.59375,52.3125,Respeck,Falling on the right,46,s1714206,
30,1633611856804,1.1706543,0.0446167,1.1188354,-37.984375,-20.96875,70.296875,Respeck,Falling on the right,46,s1714206,
