,accel_x,accel_y,accel_z
0,0.9550780999999999,0.29589844,-0.13964844
1,0.9482421999999998,0.29101562,-0.14257812
2,0.9482421999999998,0.29101562,-0.140625
3,0.95410156,0.29296875,-0.14453125
4,0.9560546999999998,0.29003906,-0.14355469
5,0.9560546999999998,0.29101562,-0.1484375
6,0.9511719000000001,0.28710938,-0.14648438
7,0.95214844,0.2919922,-0.13769531
8,0.9453125,0.29785156,-0.14160156
9,0.94921875,0.29785156,-0.12792969
10,0.9550780999999999,0.296875,-0.13574219
11,0.9472655999999999,0.3017578,-0.13964844
12,0.95410156,0.296875,-0.140625
13,0.9560546999999998,0.2998047,-0.13183594
14,0.95703125,0.29589844,-0.13671875
15,0.9511719000000001,0.29101562,-0.13671875
16,0.94921875,0.29589844,-0.140625
17,0.94921875,0.2890625,-0.12988281
18,0.94921875,0.2919922,-0.13964844
19,0.9550780999999999,0.28710938,-0.13867188
20,0.9511719000000001,0.28808594,-0.13769531
21,0.9482421999999998,0.28222656,-0.1328125
22,0.9501953000000002,0.2763672,-0.14257812
23,0.94628906,0.27734375,-0.13574219
24,0.9560546999999998,0.27539062,-0.13378906
25,0.9628905999999999,0.28320312,-0.13183594
26,0.96484375,0.2841797,-0.13574219
27,0.95214844,0.28222656,-0.13964844
28,0.95703125,0.28027344,-0.14160156
29,0.9609375,0.2841797,-0.13671875
30,0.9794921999999998,0.28320312,-0.13378906
31,0.97265625,0.28710938,-0.119140625
32,0.9501953000000002,0.29296875,-0.115234375
33,0.9238280999999999,0.2841797,-0.10839844
34,0.9003905999999999,0.28125,-0.109375
35,0.89941406,0.2783203,-0.083984375
36,0.93847656,0.29785156,-0.07324219
37,0.96777344,0.34277344,-0.06640625
38,0.9785155999999999,0.3671875,-0.05859375
39,0.9921875,0.4033203,-0.07128906
40,0.9394530999999999,0.46289062,-0.10644531
41,0.9404296999999998,0.51660156,-0.13476562
42,0.94628906,0.47167970000000004,-0.13671875
43,0.9238280999999999,0.43359375,-0.15332031
44,0.9003905999999999,0.4140625,-0.14941406
45,0.9316405999999999,0.38378906,-0.12792969
46,0.97558594,0.3408203,-0.095703125
47,1.0703125,0.29785156,-0.06738281
48,1.2929688,0.28515625,-0.0703125
49,1.5126953,0.2685547,-0.017578125
50,1.3769531000000002,0.24316406,-0.0107421875
51,0.9316405999999999,0.30664062,-0.140625
52,0.9873046999999998,0.29296875,-0.11621094
53,1.0283203,0.10058594,0.051757812
54,0.9267578000000002,-0.034179688,0.09765625
55,0.79785156,-0.0078125,0.060546875
56,0.67285156,0.12695312,0.0087890625
57,0.5878906,0.083984375,0.0126953125
58,0.5751953000000001,0.15625,-0.034179688
59,0.71777344,0.18359375,-0.0546875
60,1.1455078,0.25976562,-0.13183594
61,1.390625,0.30078125,-0.13769531
62,1.3496093999999998,0.2265625,-0.13867188
63,1.4121093999999998,0.29296875,-0.14257812
64,1.203125,0.40722656,-0.24511719
65,1.0429688,0.4296875,-0.12695312
66,1.2167968999999998,0.3251953,-0.07519531
67,1.1933593999999998,0.25585938,-0.01953125
68,1.1113281000000002,0.23046875,-0.016601562
69,0.98828125,0.25976562,-0.044921875
70,0.89746094,0.3017578,-0.0068359375
71,0.91796875,0.28710938,0.020507812
72,0.88183594,0.21289062,0.046875
73,0.8701171999999998,0.1953125,0.028320312
74,0.89746094,0.19433594,0.034179688
75,1.0634766000000002,0.21679688,0.04296875
76,1.2744141000000002,0.18945312,0.07910156
77,1.3193358999999998,0.24804688,-0.025390625
78,1.0966797,0.2421875,-0.064453125
79,0.79785156,0.2607422,-0.26367188
80,1.0644531000000002,0.25195312,-0.25195312
81,1.1376953,0.13964844,-0.08496094
