Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
0,1633547445195,-0.9970703,0.015625,-0.12597656,0.3125,-0.4375,0.09375,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
1,1633547445225,-1.0039062,0.015625,-0.12695312,-0.78125,-0.625,-0.15625,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
2,1633547445258,-1.0058594,0.009765625,-0.115234375,-1.46875,-0.5,0.03125,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
3,1633547445316,-1.0097656,0.0107421875,-0.12988281,-1.03125,-0.5,0.09375,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
4,1633547445346,-0.9970703,0.0,-0.12890625,-0.1875,-0.5625,0.15625,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
5,1633547445376,-0.9980469,0.01171875,-0.13769531,-0.46875,-0.125,-0.15625,-59.6875,-13.9375,-127.125,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
6,1633547445436,-0.99902344,0.01171875,-0.123046875,0.75,-0.3125,0.28125,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
7,1633547445466,-1.0058594,0.013671875,-0.13476562,-0.0625,-0.5,-0.28125,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
8,1633547445495,-0.99902344,0.0048828125,-0.13867188,-0.78125,-0.4375,-0.03125,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
9,1633547445555,-1.0009766,0.013671875,-0.12109375,0.125,-0.625,0.09375,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
10,1633547445585,-0.99316406,0.0107421875,-0.12402344,0.3125,-0.125,0.09375,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
11,1633547445619,-0.99902344,0.013671875,-0.13671875,-0.25,-0.3125,-0.21875,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
12,1633547445675,-1.0019531,0.009765625,-0.14257812,0.375,-0.1875,-0.15625,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
13,1633547445739,-1.0009766,0.0126953125,-0.13574219,0.0625,-0.4375,-0.15625,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
14,1633547445741,-1.0087891,0.0107421875,-0.11621094,-0.125,-0.1875,-0.28125,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
15,1633547445796,-1.0009766,0.0029296875,-0.14453125,-0.125,-0.0625,-0.28125,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
16,1633547445825,-1.0136719,0.016601562,-0.12402344,0.0,0.09375,-0.34375,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
17,1633547445855,-1.0039062,0.0009765625,-0.13671875,-0.28125,-0.0625,-0.28125,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
18,1633547445917,-1.0,-0.0009765625,-0.12402344,-0.1875,-0.3125,-0.40625,-58.5,-13.3125,-128.75,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
19,1633547445945,-0.99316406,0.015625,-0.140625,0.0,-0.0625,-0.53125,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
20,1633547445979,-1.0019531,0.01171875,-0.13378906,0.0625,-0.25,0.15625,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
21,1633547446036,-1.0,0.0087890625,-0.13378906,0.25,-0.25,-0.21875,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
22,1633547446066,-1.0058594,0.017578125,-0.12402344,-0.0625,0.0,-0.59375,0.0,0.0,0.0,Thingy,Standing,100,s1724067,,Thingy_s1724067_Standing_06-10-2021_20-11-25
