Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
0,1633547191724,-0.017578125,0.11816406,0.9941406,-0.125,-0.21875,0.15625,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
1,1633547191755,-0.015625,0.1171875,1.0058594,0.125,0.09375,-0.15625,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
2,1633547191785,-0.0126953125,0.111328125,0.99902344,-0.125,0.03125,-0.09375,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
3,1633547191847,-0.017578125,0.10839844,0.99902344,0.0,0.21875,-0.03125,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
4,1633547191876,-0.016601562,0.111328125,1.0039062,-0.1875,-0.09375,-0.03125,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
5,1633547191906,-0.0068359375,0.11425781,1.0048828,0.0625,0.09375,-0.09375,-41.25,-8.0625,-73.6875,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
6,1633547191967,-0.016601562,0.11035156,1.0039062,-0.34375,-0.03125,-0.03125,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
7,1633547191999,-0.018554688,0.11328125,1.0058594,0.25,0.09375,0.09375,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
8,1633547192056,-0.020507812,0.10839844,1.0,-0.1875,0.03125,-0.09375,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
9,1633547192086,-0.005859375,0.111328125,0.9941406,-0.3125,0.03125,-0.25,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
10,1633547192117,-0.018554688,0.109375,1.0048828,0.375,0.15625,0.15625,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
11,1633547192146,-0.015625,0.11425781,1.0009766,-0.65625,0.09375,0.03125,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
12,1633547192208,-0.0126953125,0.11328125,1.0175781,0.125,0.28125,-0.25,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
13,1633547192236,-0.021484375,0.11425781,1.0087891,-0.3125,-0.15625,-0.15625,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
14,1633547192265,-0.0107421875,0.11328125,0.9980469,-0.0625,0.03125,0.03125,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
15,1633547192330,-0.0126953125,0.11425781,1.0107422,-0.3125,-0.03125,-0.1875,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
16,1633547192357,-0.018554688,0.10546875,0.9941406,0.0625,-0.15625,0.09375,0.0,0.0,0.0,Thingy,Sitting bent forward,4,s1724067,,Thingy_s1724067_Sitting bent forward_06-10-2021_20-07-11
