Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
17,1633275447185,0.18139648,-0.19683838,-0.9212036,1.75,1.28125,-0.40625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
18,1633275447202,0.18115234,-0.20147705,-0.92022705,1.703125,1.3125,-0.453125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
19,1633275447259,0.17822266,-0.20440674,-0.91729736,1.703125,1.265625,-0.453125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
20,1633275447293,0.18188477,-0.20025635,-0.9209595,1.828125,1.140625,-0.296875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
21,1633275447367,0.18286133,-0.2000122,-0.9216919,1.671875,1.171875,-0.28125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
22,1633275447370,0.18066406,-0.20123291,-0.91851807,1.859375,1.3125,-0.46875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
23,1633275447440,0.18041992,-0.19927979,-0.9163208,1.859375,1.203125,-0.453125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
24,1633275447443,0.18310547,-0.19390869,-0.91851807,1.765625,1.328125,-0.40625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
25,1633275447471,0.17700195,-0.1963501,-0.92510986,1.796875,1.1875,-0.328125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
26,1633275447515,0.1821289,-0.20220947,-0.9204712,1.9375,1.125,-0.28125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
27,1633275447559,0.17919922,-0.19268799,-0.91900635,1.625,1.203125,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
28,1633275447591,0.17871094,-0.19927979,-0.9192505,1.578125,1.125,-0.484375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
29,1633275447651,0.1862793,-0.19952393,-0.91729736,1.71875,1.21875,-0.390625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
30,1633275447709,0.18115234,-0.19903564,-0.91485596,1.75,1.375,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
31,1633275447711,0.18115234,-0.19293213,-0.9209595,1.734375,1.265625,-0.453125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
32,1633275447771,0.18066406,-0.20098877,-0.9241333,1.65625,1.3125,-0.46875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
33,1633275447784,0.18286133,-0.2029419,-0.92193604,1.5625,1.4375,-0.5625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
34,1633275447860,0.17895508,-0.20172119,-0.91729736,1.65625,1.3125,-0.28125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
35,1633275447874,0.17797852,-0.19903564,-0.9204712,1.71875,1.234375,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
36,1633275447918,0.17871094,-0.20367432,-0.92071533,1.6875,1.359375,-0.265625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
37,1633275448009,0.18725586,-0.19464111,-0.91778564,1.609375,1.4375,-0.390625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
38,1633275448039,0.17871094,-0.2029419,-0.9158325,1.671875,1.484375,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
39,1633275448042,0.18164062,-0.20098877,-0.9187622,1.765625,1.375,-0.375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
40,1633275448072,0.18310547,-0.19976807,-0.923645,1.671875,1.21875,-0.515625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
41,1633275448158,0.18139648,-0.19732666,-0.9151001,1.6875,1.296875,-0.25,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
42,1633275448163,0.17822266,-0.19268799,-0.9180298,1.9375,1.234375,-0.328125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
43,1633275448190,0.17944336,-0.19732666,-0.9187622,1.734375,1.21875,-0.328125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
44,1633275448235,0.18286133,-0.19781494,-0.91851807,1.78125,1.296875,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
45,1633275448264,0.18310547,-0.1975708,-0.9199829,1.6875,1.21875,-0.484375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
46,1633275448339,0.18115234,-0.20074463,-0.9194946,1.671875,1.46875,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
47,1633275448341,0.1743164,-0.19708252,-0.9182739,1.796875,1.296875,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
48,1633275448399,0.18261719,-0.19830322,-0.9229126,1.84375,1.28125,-0.328125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
49,1633275448420,0.17675781,-0.20074463,-0.9199829,1.703125,1.21875,-0.375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
50,1633275448459,0.18530273,-0.19610596,-0.9212036,1.59375,1.203125,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
51,1633275448519,0.17578125,-0.20245361,-0.91534424,1.71875,1.46875,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
52,1633275448538,0.18310547,-0.20220947,-0.9143677,1.703125,1.40625,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
53,1633275448578,0.17822266,-0.20098877,-0.91656494,1.640625,1.359375,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
54,1633275448625,0.17919922,-0.2000122,-0.9158325,1.765625,1.28125,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
55,1633275448686,0.1784668,-0.19268799,-0.9209595,1.765625,1.3125,-0.46875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
56,1633275448716,0.18139648,-0.2041626,-0.9224243,1.75,1.328125,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
57,1633275448746,0.17944336,-0.1975708,-0.9224243,1.828125,1.1875,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
58,1633275448836,0.18164062,-0.20611572,-0.9212036,1.625,1.375,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
59,1633275448865,0.1788179491076115,-0.1987915,-0.9246216,1.65625,1.21875,-0.3125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
60,1633275448867,0.18432617,-0.20220947,-0.9204712,1.625,1.359375,-0.390625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
61,1633275448894,0.18188477,-0.19854736,-0.9194946,1.671875,1.203125,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
62,1633275448985,0.17333984,-0.19610596,-0.91607666,1.65625,1.234375,-0.234375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
63,1633275449000,0.18481445,-0.1987915,-0.923645,1.75,1.25,-0.390625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
64,1633275449029,0.18164062,-0.1951294,-0.91851807,1.671875,1.359375,-0.421875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
65,1633275449045,0.1862793,-0.20465088,-0.91851807,1.609375,1.296875,-0.390625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
66,1633275449104,0.18164062,-0.19781494,-0.9234009,1.5625,1.328125,-0.421875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
67,1633275449150,0.18041992,-0.19927979,-0.9163208,1.609375,1.328125,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
68,1633275449181,0.17993164,-0.19952393,-0.91656494,1.734375,1.515625,-0.453125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
69,1633275449209,0.18139648,-0.19927979,-0.91900635,1.90625,1.484375,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
70,1633275449241,0.1809082,-0.19561768,-0.92144775,1.453125,1.4375,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
71,1633275449285,0.18359375,-0.19659424,-0.9194946,1.578125,1.328125,-0.3125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
72,1633275449330,0.18261719,-0.1987915,-0.92022705,1.65625,1.5625,-0.46875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
73,1633275449361,0.18115234,-0.1975708,-0.9180298,1.640625,1.375,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
74,1633275449405,0.18408203,-0.20440674,-0.9234009,1.71875,1.453125,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
75,1633275449457,0.1784668,-0.2078247,-0.91973877,1.640625,1.421875,-0.453125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
76,1633275449479,0.18164062,-0.19854736,-0.91778564,1.640625,1.546875,-0.46875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
77,1633275449567,0.18066406,-0.20074463,-0.9194946,1.578125,1.296875,-0.546875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
78,1633275449570,0.17480469,-0.20928955,-0.9199829,1.625,1.375,-0.59375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
79,1633275449598,0.17358398,-0.20098877,-0.9163208,1.59375,1.578125,-0.28125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
80,1633275449645,0.17944336,-0.1975708,-0.9212036,1.625,1.4375,-0.484375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
81,1633275449719,0.18359375,-0.1987915,-0.92193604,1.6875,1.375,-0.390625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
82,1633275449722,0.17651367,-0.19830322,-0.9212036,1.671875,1.453125,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
83,1633275449750,0.17578125,-0.20098877,-0.92193604,1.625,1.421875,-0.375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
84,1633275449839,0.18457031,-0.20343018,-0.9187622,1.6875,1.28125,-0.578125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
85,1633275449842,0.17749023,-0.2029419,-0.9182739,1.640625,1.390625,-0.46875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
86,1633275449885,0.18554688,-0.19976807,-0.9168091,1.671875,1.359375,-0.5,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
87,1633275449945,0.17626953,-0.20220947,-0.923645,1.53125,1.25,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
88,1633275449976,0.17382812,-0.20172119,-0.9133911,1.71875,1.28125,-0.546875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
89,1633275449990,0.17822266,-0.20245361,-0.9209595,1.671875,1.359375,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
90,1633275450050,0.17700195,-0.20269775,-0.9155884,1.6875,1.5,-0.453125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
91,1633275450064,0.18115234,-0.20050049,-0.9194946,1.71875,1.3211122047244095,-0.484375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
92,1633275450126,0.17602539,-0.19610596,-0.9192505,1.578125,1.59375,-0.421875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
93,1633275450155,0.1784668,-0.20220947,-0.9187622,1.640625,1.265625,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
94,1633275450183,0.17773438,-0.20147705,-0.9180298,1.640625,1.296875,-0.40625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
95,1633275450231,0.17529297,-0.20123291,-0.91607666,1.5625,1.390625,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
96,1633275450274,0.1784668,-0.20220947,-0.92022705,1.8125,1.171875,-0.375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
97,1633275450304,0.17700195,-0.20269775,-0.92755127,1.671875,1.515625,-0.484375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
98,1633275450366,0.17578125,-0.19830322,-0.92559814,1.546875,1.296875,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
99,1633275450396,0.17504883,-0.2029419,-0.91973877,1.5625,1.21875,-0.453125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
100,1633275450440,0.17797852,-0.19927979,-0.9158325,1.71875,1.3125,-0.296875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
101,1633275450485,0.17871094,-0.19805908,-0.92193604,1.78125,1.296875,-0.421875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
102,1633275450498,0.18066406,-0.20391846,-0.9158325,1.71875,1.1875,-0.328125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
103,1633275450576,0.17602539,-0.19952393,-0.9192505,1.75,1.265625,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
104,1633275450591,0.1821289,-0.20489502,-0.91729736,1.78125,1.3125,-0.5,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
105,1633275450634,0.17895508,-0.20245361,-0.91900635,1.6875,1.359375,-0.3125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
106,1633275450726,0.18066406,-0.20050049,-0.91607666,1.890625,1.203125,-0.421875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
107,1633275450728,0.17944336,-0.20147705,-0.92022705,1.59375,1.203125,-0.375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
108,1633275450740,0.17797852,-0.2041626,-0.9212036,1.84375,1.28125,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
109,1633275450800,0.1772461,-0.20684814,-0.9202997798818896,1.78125,1.609375,-0.515625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
110,1633275450820,0.17236328,-0.20025635,-0.91656494,1.828125,1.34375,-0.53125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
111,1633275450874,0.17871094,-0.1987915,-0.9224243,1.84375,1.125,-0.28125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
112,1633275450934,0.17626953,-0.20343018,-0.9212036,1.71875,1.453125,-0.5,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
113,1633275450938,0.18334961,-0.19952393,-0.9126587,1.8125,1.171875,-0.46875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
114,1633275451025,0.18066406,-0.20025635,-0.91656494,1.84375,1.1875,-0.390625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
115,1633275451028,0.18017578,-0.20343018,-0.92559814,1.765625,1.265625,-0.484375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
116,1633275451120,0.17700195,-0.19903564,-0.9170532,1.765625,1.296875,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
117,1633275451122,0.17919922,-0.20050049,-0.92266846,1.734375,1.1875,-0.46875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
118,1633275451130,0.17651367,-0.20220947,-0.9199829,1.65625,1.1875,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
119,1633275451176,0.1809082,-0.20147705,-0.91729736,1.9375,1.03125,-0.296875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
120,1633275451204,0.17944336,-0.1975708,-0.92437744,1.90625,1.28125,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
121,1633275451264,0.17919922,-0.20367432,-0.9151001,1.796875,1.125,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
122,1633275451294,0.17382812,-0.19952393,-0.9258423,1.6875,1.203125,-0.421875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
123,1633275451325,0.1796875,-0.20245361,-0.9234009,1.8125,1.171875,-0.484375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
124,1633275451370,0.17944336,-0.20220947,-0.9241333,1.859375,1.1875,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
125,1633275451415,0.1821289,-0.19732666,-0.9182739,1.84375,1.25,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
126,1633275451460,0.18115234,-0.20123291,-0.9199829,1.6875,0.984375,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
127,1633275451504,0.1821289,-0.19952393,-0.9138794,1.796875,1.34375,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
128,1633275451519,0.1796875,-0.19854736,-0.9192505,1.6875,1.3125,-0.5625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
129,1633275451566,0.18261719,-0.20098877,-0.9155884,1.765625,1.171875,-0.34375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
130,1633275451641,0.18115234,-0.20196533,-0.9258423,1.6875,1.484375,-0.46875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
131,1633275451643,0.17944336,-0.19781494,-0.9187622,1.703125,1.265625,-0.515625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
132,1633275451702,0.18359375,-0.19781494,-0.91607666,1.671875,1.1875,-0.375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
133,1633275451759,0.18310547,-0.1975708,-0.91900635,1.640625,1.328125,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
134,1633275451762,0.17700195,-0.20098877,-0.91363525,1.75,1.09375,-0.5,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
135,1633275451804,0.17919922,-0.1975708,-0.9187622,1.8125,1.078125,-0.296875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
136,1633275451838,0.17895508,-0.19952393,-0.9168091,1.6875,1.3125,-0.359375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
137,1633275451911,0.18432617,-0.19708252,-0.9194946,1.734375,1.265625,-0.28125,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
138,1633275451925,0.17749023,-0.20269775,-0.9248657,1.5625,1.171875,-0.296875,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
139,1633275451954,0.18286133,-0.1951294,-0.9143677,1.75,1.140625,-0.390625,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
140,1633275452000,0.1821289,-0.19561768,-0.91485596,1.640625,1.34375,-0.4375,Respeck,Lying down on stomach,8,s1724067,,Respeck_s1724067_Lying down on stomach_03-10-2021_16-38-06
