Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
0,1633546541776,0.0625,0.26757812,-0.8066406,149.28125,-3.40625,3.84375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
1,1633546541836,-1.3701172,1.3408203,-0.33984375,-118.71875,167.125,243.71875,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
2,1633546541864,-1.9921875,0.6904297,-1.4072266,187.125,40.125,181.9375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
3,1633546541897,-1.9921875,-0.50683594,0.0145950507753333,123.53125,186.96875,167.4375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
4,1633546541956,-1.1943359,-0.5097656,0.13085938,48.375,9.78125,66.96875,-63.0,15.1875,-119.3125,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
5,1633546541989,0.2529297,-0.28222656,0.3388672,36.0,-3.875,46.8125,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
6,1633546542015,-0.31152344,-0.96875,0.20800781,31.0,-46.6875,-79.28125,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
7,1633546542077,-0.5908203,0.6748047,0.1328125,62.0625,-171.5625,-108.625,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
8,1633546542135,-1.9511719,0.6767578,-0.26660156,-55.3125,-158.4375,-114.1875,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
9,1633546542165,-1.9921875,0.9121094,0.001953125,-429.28125,-0.96875,-109.0625,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
10,1633546542196,-1.9921875,0.38378906,-0.44921875,-103.53125,12.96875,-206.65625,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
11,1633546542226,-1.296875,-0.021484375,-0.041992188,93.0625,-79.3125,-114.4375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
12,1633546542288,-0.030273438,0.28125,-0.051757812,129.8125,-23.0,4.71875,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
13,1633546542317,0.7324219,0.13378906,0.16894531,23.65625,113.4375,73.8125,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
14,1633546542347,0.20898438,-0.19628906,0.12207031,-62.28125,31.5,98.53125,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
15,1633546542407,-0.82910156,-0.47460938,-0.2705078,0.0,44.4375,-27.59375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
16,1633546542437,-1.234375,-0.20410156,1.1425781,-147.46875,109.75,-49.375,-65.25,4.375,-113.75,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
17,1633546542467,-1.0302734,0.018554688,0.6298828,104.40625,-118.8125,-52.96875,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
18,1633546542527,-0.49414062,0.8671875,-0.09375,-11.71875,78.75,147.96875,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
19,1633546542558,-1.9921875,1.1806641,-0.5859375,-92.0,112.03125,210.59375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
20,1633546542589,-1.9921875,0.06933594,-1.0917969,337.5,-25.6875,180.65625,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
21,1633546542646,-1.4980469,-0.8144531,1.6601562,-392.28125,113.1875,71.90625,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
22,1633546542676,-0.37402344,-0.4873047,0.40722656,71.6875,7.03125,39.1875,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
23,1633546542704,0.20214844,-0.85253906,-0.03515625,50.46875,-54.25,-7.9375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
24,1633546542765,-0.36132812,-0.026367188,0.6347656,-72.28125,-77.0,-105.46875,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
25,1633546542800,-0.90234375,0.3857422,-0.07714844,38.6875,-175.15625,-101.5625,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
26,1633546542833,-1.9921875,0.7402344,-0.41601562,-118.90625,-135.90625,-72.1875,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
27,1633546542886,-1.9921875,0.7763672,-0.0625,-278.6875,117.375,-197.375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
28,1633546542916,-1.9921875,0.08203125,0.21191406,44.28125,-97.46875,-180.90625,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
29,1633546542946,-0.6171875,0.3046875,-0.08105469,99.78125,-60.96875,-27.75,-66.75,4.25,-112.25,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
30,1633546543005,0.09667969,0.1796875,0.09667969,91.90625,10.21875,24.3125,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
31,1633546543036,0.59277344,0.1015625,0.16308594,-33.53125,103.34375,83.125,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
32,1633546543067,-0.23144531,-0.064453125,0.08691406,-66.375,14.46875,47.0625,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
33,1633546543126,-0.90722656,-1.2236328,-0.9355469,92.875,69.21875,-57.5,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
34,1633546543156,-1.9921875,1.0478516,0.13671875,-171.15625,-4.8125,-21.59375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
35,1633546543188,0.671875,0.21679688,-1.0263672,161.53125,84.4375,15.375,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
36,1633546543247,-1.9384766,1.3066406,-0.16113281,-103.65625,81.125,215.65625,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
37,1633546543276,-1.9042969,0.60546875,-0.96484375,32.875,82.78125,184.21875,0.0,0.0,0.0,Thingy,Running,11,s1724067,,Thingy_s1724067_Running_06-10-2021_19-56-22
