Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
0,1633547131005,-0.07910156,0.021484375,1.0058594,-0.09375,0.25,0.0,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
1,1633547131066,-0.07714844,0.02734375,1.0019531,-0.09375,0.0,-0.0625,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
2,1633547131097,-0.07128906,0.024414062,0.9980469,-0.03125,-0.25,-0.0625,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
3,1633547131127,-0.07714844,0.020507812,1.0058594,-0.15625,-0.1875,-0.1875,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
4,1633547131186,-0.07421875,0.0234375,1.0097656,0.09375,-0.0625,0.0625,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
5,1633547131217,-0.07519531,0.02734375,1.0097656,-0.15625,-0.0625,-0.0625,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
6,1633547131246,-0.078125,0.028320312,1.0058594,-0.09375,-0.125,0.125,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
7,1633547131307,-0.068359375,0.02734375,1.0166016,-0.53125,-0.375,0.0,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
8,1633547131337,-0.0703125,0.0146484375,1.0117188,-0.031875,-0.0266666666666666,-0.25,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
9,1633547131366,-0.06640625,0.020507812,1.0126953,-0.40625,-0.0266666666666666,-0.0345,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
10,1633547131431,-0.064453125,0.021484375,1.0234375,-0.15625,-0.25,-0.0345,-42.625,-10.625,-78.5,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
11,1633547131457,-0.06640625,0.03125,0.9941406,-0.09375,-0.0625,-0.0345,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
12,1633547131487,-0.0710117187813333,0.032226562,1.0039062,-0.09375,-0.25,-0.25,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
13,1633547131546,-0.07714844,0.0234375,1.0097656,-0.031875,-0.0625,-0.0345,0.0,0.0,0.0,Thingy,Sitting bent backward,5,s1724067,,Thingy_s1724067_Sitting bent backward_06-10-2021_20-06-11
