timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,recording_id,sensor_type,activity_type,activity_code,subject_id,notes
1634167063107,-0.07055664,-0.9192505,0.24017334,-9.453125,6.359375,-1.53125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063147,-0.076416016,-0.9373169,0.2514038,-7.859375,6.90625,-2.328125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063187,-0.017089844,-0.90289307,0.24188232,-14.53125,4.8125,-4.046875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063227,-0.0043945312,-0.87164307,0.29681396,-11.171875,4.796875,-3.484375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063269,-0.0703125,-0.93170166,0.35101318,-8.125,4.671875,-3.359375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063308,-0.09790039,-0.98443604,0.31097412,-9.296875,4.828125,-3.4375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063347,-0.008300781,-0.9793091,0.24725342,-5.125,5.953125,-4.140625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063387,-0.24365234,-0.9170532,0.45184326,-6.234375,9.265625,-6.125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063427,0.100097656,-0.692688,0.23968506,2.53125,22.78125,-1.0,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063467,0.03125,-0.65167236,0.2616577,10.46875,14.359375,-0.765625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063508,0.036865234,-0.8640747,0.50164795,-7.46875,-11.171875,0.265625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063546,-0.26538086,-0.9065552,0.39300537,5.953125,4.140625,-0.65625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063587,-0.16137695,-0.8064575,0.25091553,1.734375,17.875,-2.125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063628,0.15673828,-0.7803345,0.48553467,0.6875,5.265625,0.78125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063667,0.008056641,-0.8364868,0.33270264,8.921875,-6.890625,4.625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063707,-0.1940918,-0.85040283,0.5109253,15.4375,-3.8125,3.15625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063747,-0.084472656,-0.62213135,0.18841553,22.515625,7.75,7.5625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063788,-0.0009765625,-0.8206177,0.4118042,18.53125,-6.5,7.90625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063827,0.011962891,-0.37799072,0.15130615,41.171875,1.625,14.875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063868,0.09472656,-0.45489502,0.06317139,48.953125,-20.0,19.953125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063907,0.015625,-0.29180908,0.030700684,66.875,-15.15625,26.078125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063947,-0.0715332,-0.22052002,-0.3394165,100.828125,-36.390625,25.0625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167063987,-0.083496094,-0.80548096,-0.4541626,104.90625,-20.109375,26.453125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064027,0.5563965,-1.576477,-1.9234009,125.046875,-21.171875,51.3125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064067,1.999939,-1.6338501,-1.78302,138.04688,-14.78125,77.28125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064107,-0.5205078,-1.9924927,-0.44439697,146.125,14.90625,71.234375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064147,0.6218262,-0.8621216,-0.8555298,103.9375,4.78125,37.59375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064188,0.40161133,-0.18609619,-0.5064087,101.9375,15.296875,56.078125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064227,0.2722168,-1.0220337,-0.60894775,123.875,7.1875,56.8125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064268,0.25341797,0.18719482,-0.84381104,75.90625,9.359375,48.171875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064308,0.8828125,0.06976318,-2.0,47.3125,-63.921875,36.703125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064347,1.0070801,0.44744873,-1.0344849,58.546875,-47.09375,15.234375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064387,-0.12109375,-0.16827393,-0.73223877,25.34375,-77.078125,24.78125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064427,0.57373047,0.795105,-1.0623169,-2.265625,-13.984375,21.59375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064467,0.42749023,0.28704834,-0.7788696,12.59375,5.703125,27.1875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064509,0.5222168,0.5072632,-0.7341919,-12.0,-2.375,9.265625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064547,0.65893555,0.42840576,-0.59991455,8.125,9.5625,12.640625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064607,0.33984375,0.22625732,-0.47076416,-5.15625,10.015625,14.125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064647,0.6989746,0.27142334,-0.5335083,-0.546875,3.5,7.25,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064667,0.7854004,0.45721436,-0.7346802,5.484375,-12.5625,1.6875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064707,0.63256836,0.34100342,-0.6958618,10.3125,-3.421875,5.140625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064747,0.5649414,0.35882568,-0.6826782,4.171875,6.734375,6.4375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064787,0.62597656,0.35443115,-0.706604,0.84375,1.890625,2.671875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064835,0.58618164,0.28363037,-0.6404419,-0.03125,2.078125,0.0,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064887,0.54956055,0.324646,-0.6289673,-0.671875,1.78125,1.453125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064907,0.7084961,0.35931396,-0.7998657,-9.875,-6.40625,-1.0625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064927,0.74560547,0.40203857,-0.81500244,-1.625,-1.15625,0.828125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167064967,0.6315918,0.38763428,-0.736145,10.421875,0.90625,-1.34375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065008,0.63061523,0.30926514,-0.7815552,12.203125,14.921875,-3.0,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065047,0.49121094,0.25506592,-0.7241821,7.828125,14.359375,-7.859375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065087,0.39672852,0.2074585,-0.68341064,-5.421875,1.5,-13.828125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065127,0.45166016,0.21478271,-0.71343994,-4.9375,5.90625,-10.34375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065168,0.6411133,0.25531006,-0.723938,-4.6875,5.3125,-10.03125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065211,0.58081055,0.1984253,-0.7276001,-4.703125,1.84375,-6.609375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065247,0.5595703,0.2345581,-0.8206177,-8.9375,-0.875,-8.234375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065287,0.62475586,0.22576904,-0.7390747,-3.0,0.359375,-5.765625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065326,0.57250977,0.17718506,-0.71343994,-1.59375,-1.25,-5.0625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065367,0.55615234,0.23309326,-0.7319946,-3.21875,-1.890625,-4.21875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065407,0.56933594,0.23309326,-0.7503052,-3.828125,-1.203125,-3.0,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065446,0.5366211,0.20135498,-0.73760986,-2.625,2.859375,-2.125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065487,0.5214844,0.19085693,-0.7107544,-3.40625,2.96875,-2.859375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065527,0.517334,0.18035889,-0.71881104,-3.890625,3.46875,-3.921875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065567,0.560791,0.16741943,-0.708313,-1.828125,3.03125,-2.859375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065608,0.59350586,0.15447998,-0.7608032,-3.65625,1.0625,-3.109375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065650,0.5708008,0.15106201,-0.74713135,0.96875,0.703125,-0.8125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065687,0.6179199,0.1317749,-0.8049927,1.375,1.875,1.96875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065729,0.62646484,0.1671753,-0.78326416,1.21875,0.53125,1.421875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065767,0.5834961,0.15032959,-0.7822876,-0.859375,-4.609375,2.125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065807,0.59228516,0.13128662,-0.7620239,0.265625,-2.828125,2.546875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065848,0.5554199,0.18255615,-0.74542236,0.609375,-2.796875,1.0625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065887,0.5527344,0.20379639,-0.7493286,-0.703125,-3.5,1.171875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065929,0.59228516,0.18939209,-0.73321533,-0.359375,-4.78125,2.015625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167065990,0.60498047,0.23260498,-0.6980591,1.25,-4.875,1.546875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167066008,0.59936523,0.21209717,-0.70440674,0.828125,-5.28125,2.328125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167066048,0.6188965,0.2243042,-0.71710205,-2.578125,-11.265625,1.046875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-46,Respeck,Falling on knees,48,s1970333,
1634167071067,-0.025146484,-0.9776001,0.18084717,0.703125,2.125,-0.203125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071107,-0.036376953,-0.9924927,0.18353271,-0.40625,0.109375,0.15625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071187,-0.032226562,-0.9819946,0.18914795,1.625,-0.765625,0.5,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071206,0.009765625,-0.98394775,0.17376709,-0.15625,-2.0,0.609375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071231,-0.026855469,-1.0081177,0.15985107,0.546875,0.34375,0.09375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071266,-0.011230469,-0.98883057,0.15618896,0.703125,2.421875,0.03125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071313,-0.018798828,-0.9841919,0.18011475,1.015625,2.078125,0.390625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071348,-0.029296875,-0.9849243,0.1828003,0.140625,1.484375,0.6875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071387,-0.029052734,-0.99005127,0.17547607,0.390625,1.140625,0.90625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071428,-0.031982422,-0.9961548,0.15179443,1.15625,2.484375,1.0,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071478,-0.017333984,-0.97735596,0.21209717,1.171875,1.265625,0.78125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071507,-0.022216797,-0.99420166,0.16156006,1.609375,1.21875,1.265625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071550,-0.044677734,-0.9985962,0.21063232,0.125,1.46875,1.078125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071588,-0.03149414,-0.98638916,0.17767334,1.28125,2.34375,0.8125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071627,-0.06518555,-0.9795532,0.22503662,1.640625,4.6875,0.546875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071668,-0.0546875,-0.9846802,0.22137451,-0.296875,3.109375,0.75,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071707,-0.060302734,-0.97979736,0.21917725,0.625,3.9375,0.609375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071747,-0.05126953,-0.9824829,0.2345581,-0.6875,5.078125,-0.390625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071790,-0.0546875,-0.9534302,0.25286865,-1.578125,5.375,-0.875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071827,-0.061279297,-0.94415283,0.21844482,-6.875,3.640625,-0.90625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071867,-0.044677734,-0.97442627,0.25628662,-6.296875,3.6875,-1.609375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071907,-0.040527344,-0.940979,0.2736206,-6.015625,5.3125,-2.203125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071947,-0.055664062,-0.9446411,0.2814331,-8.421875,3.625,-2.46875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167071987,-0.02734375,-0.86724854,0.25164795,-5.28125,5.390625,-4.671875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072028,-0.09814453,-0.881897,0.29632568,0.921875,3.390625,-8.390625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072068,-0.107421875,-0.9390259,0.25726318,-8.265625,7.890625,-8.21875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072127,-0.013916016,-0.7593384,0.17401123,2.0625,17.890625,-7.84375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072148,-0.07128906,-0.8999634,0.20013428,-0.1875,5.46875,-7.09375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072187,-0.13745117,-0.95635986,0.25994873,-2.4375,3.25,-5.859375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072229,0.0017089844,-0.74005127,0.15203857,16.625,17.015625,0.46875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072267,-0.26489258,-0.7241821,0.10394287,28.234375,11.953125,4.09375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072307,0.078125,-0.7815552,0.1798706,14.078125,1.5625,3.625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072346,0.088378906,-0.6223755,0.15325928,21.15625,-3.828125,7.359375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072387,0.0012207031,-0.69488525,0.13128662,18.640625,-21.3125,6.484375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072427,-0.12158203,-0.6836548,0.07611084,16.625,-22.375,8.0,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072467,0.001953125,-0.69317627,-0.028137207,16.890625,-15.34375,13.046875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072510,-0.020263672,-0.63287354,0.109802246,19.953125,-29.578125,13.796875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072548,0.107910156,-0.56085205,0.18499756,27.890625,-32.140625,16.09375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072587,-0.115722656,-0.7583618,-0.06085205,35.109375,-35.1875,18.421875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072633,-0.18798828,-0.67926025,0.082458496,47.0625,-30.140625,19.859375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072667,-0.034179688,-0.93585205,-0.27056885,49.5625,-27.71875,21.859375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072707,0.4946289,-1.2942505,-1.6514282,79.546875,-40.5625,31.578125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072747,1.8706055,-1.7844849,-1.5281372,131.6875,0.03125,85.625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072788,-0.28295898,-2.0,-0.2617798,111.5,44.21875,60.421875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072827,0.58691406,-0.49371338,-0.722229,92.234375,25.90625,42.96875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072868,0.5402832,-0.3760376,-0.47296143,94.546875,18.234375,51.59375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072907,0.10620117,-0.7012329,-0.440979,96.46875,16.59375,40.4375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072948,0.44384766,-0.29180908,-0.90216064,70.171875,-23.03125,30.265625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167072989,0.47558594,-0.43170166,-0.74420166,84.71875,19.375,39.375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073028,0.63012695,-0.19171143,-0.99420166,72.171875,8.671875,21.046875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073047,0.89453125,0.37249756,-1.2166138,65.078125,-9.328125,32.53125,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073090,0.5439453,0.13153076,-1.045227,63.65625,-33.265625,12.5625,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073128,0.43554688,-0.030822754,-0.6812134,34.390625,-6.71875,9.359375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073167,0.14526367,0.40252686,-1.008606,-0.234375,6.3125,13.6875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073207,0.62280273,0.4598999,-1.0842896,24.09375,5.5625,5.25,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073249,0.4724121,0.038757324,-0.9585571,1.5625,-5.5625,5.671875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073287,0.49926758,0.28216553,-0.90045166,-11.796875,-1.921875,0.546875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073328,0.4855957,0.18426514,-0.82232666,-10.609375,-0.03125,-0.546875,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
1634167073366,0.46875,0.19793701,-0.77471924,-6.984375,-4.609375,-2.109375,Respeck_s1970333_Falling on knees_14-10-2021_00-17-55,Respeck,Falling on knees,48,s1970333,
