timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1633292745672,0.8149414,-0.27545166,0.57318115,-0.484375,0.546875,-1.078125,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292745708,0.80859375,-0.28009033,0.56463623,-0.40625,0.234375,-1.203125,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292745752,0.79589844,-0.27520752,0.56536865,0.265625,0.40625,-0.828125,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292745782,0.8041992,-0.2822876,0.5685425,0.59375,0.640625,-0.171875,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292745827,0.8078613,-0.2786255,0.5643921,0.046875,0.484375,-0.59375,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292745857,0.79907227,-0.27618408,0.571228,-0.03125,1.171875,-0.46875,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292745903,0.80981445,-0.27471924,0.54681396,-0.546875,1.296875,-0.96875,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292745952,0.80371094,-0.28033447,0.5787964,0.171875,1.046875,-0.484375,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292745976,0.8144531,-0.27960205,0.56951904,0.078125,0.453125,-0.78125,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292746027,0.8144531,-0.2781372,0.55804443,-0.53125,0.75,-0.765625,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292746067,0.8017578,-0.270813,0.5700073,0.046875,0.703125,-0.4375,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292746098,0.80737305,-0.25738525,0.555603,-0.453125,-0.1875,-0.765625,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292746142,0.8015137,-0.269104,0.56829834,-0.125,0.296875,-0.484375,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
1633292746172,0.8095703,-0.27716064,0.56658936,0.328125,0.171875,-0.765625,Respeck,Lying down right,6,s2171825,,Respeck_s2171825_Lying down right_03-10-2021_21-26-27
