"# PDIoT walking data"
"# Start time: 20180927T114436"
"# Group: I"
"# Subject: Juan"
"# Activity type: Walking (level ground)"
"# Sensor position: Foot"
"# Side of body: Left"
"# Sensor mounting: Body"
"# Number of steps: 100"
"# Notes: 100"
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1538045076186","0","-0.9082031","-0.20800781","0.3359375","-6.5625","-10.09375","8.65625"
"1538045076187","1","-0.9404297","-0.18652344","0.29296875","-16.8125","-15.25","9.5"
"1538045076187","2","-0.92871094","-0.18554688","0.33496094","-9.0","-11.75","6.5"
"1538045076188","3","-0.9277344","-0.18164062","0.3388672","-6.5625","-10.09375","4.5625"
"1538045076188","4","-0.92089844","-0.21777344","0.33789062","-0.21875","-7.78125","3.03125"
"1538045076385","5","-0.921875","-0.203125","0.3330078","-1.15625","-8.65625","5.71875"
"1538045076386","6","-0.9091797","-0.21191406","0.33984375","-0.21875","-10.84375","10.53125"
"1538045076583","7","-0.9111328","-0.17675781","0.34179688","1.71875","-14.125","14.4375"
"1538045076584","8","-0.90527344","-0.12792969","0.34960938","3.3125","-14.25","14.5625"
"1538045076783","9","-0.9140625","-0.14453125","0.38378906","3.8125","-15.59375","14.625"
"1538045076783","10","-0.9472656","-0.15332031","0.42578125","10.21875","-9.125","7.1875"
"1538045076783","11","-0.93652344","-0.119140625","0.4091797","8.6875","-9.875","1.25"
"1538045076785","12","-0.8808594","-0.12402344","0.42285156","15.59375","-5.90625","-4.53125"
"1538045076786","13","-0.82421875","-0.25097656","0.44433594","-1.9375","-0.84375","14.625"
"1538045076786","14","-0.89941406","-0.13378906","0.39648438","11.5625","-2.34375","12.6875"
"1538045076983","15","-0.9042969","-0.16210938","0.40039062","13.03125","-6.6875","21.40625"
"1538045076984","16","-0.91796875","-0.09472656","0.42871094","16.375","-6.9375","27.4375"
"1538045076984","17","-0.89941406","-0.08105469","0.40722656","18.375","-7.375","29.09375"
"1538045076985","18","-0.9121094","-0.01171875","0.4091797","20.84375","-3.9375","32.21875"
"1538045076985","19","-1.0166016","-0.078125","0.4248047","33.40625","-2.125","35.5"
"1538045076986","20","-1.0664062","-0.07910156","0.4267578","45.4375","-5.03125","51.90625"
"1538045076986","21","-1.1523438","-0.12597656","0.43554688","49.6875","-6.25","75.71875"
"1538045076986","22","-1.1845703","-0.1015625","0.375","67.65625","-4.1875","91.40625"
"1538045077180","23","-1.1621094","-0.234375","0.2939453","71.96875","-8.03125","114.84375"
"1538045077381","24","-1.1132812","-0.4814453","0.32128906","91.5","-16.03125","127.96875"
"1538045077383","25","-1.5253906","0.31835938","0.9873047","127.875","-58.625","142.0"
"1538045077384","26","-1.484375","-0.036132812","0.8515625","107.25","-55.53125","176.3125"
