"# PDIoT walking data"
"# Start time: 20180927T113638"
"# Group: I"
"# Subject: Juan"
"# Activity type: Climbing stairs"
"# Sensor position: Foot"
"# Side of body: Left"
"# Sensor mounting: Body"
"# Number of steps: 30"
"# Notes: 30"
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1538044598590","0","-0.9404297","-0.21972656","0.55371094","62.9375","-25.1875","41.0"
"1538044598591","1","-0.9140625","-0.13964844","0.3564453","116.46875","-30.0","10.1875"
"1538044598591","2","-0.75683594","-0.421875","0.2626953","84.75","-29.59375","-17.28125"
"1538044598592","3","-0.7314453","-0.31933594","0.09082031","16.0","-24.5625","-49.6875"
"1538044598592","4","-1.1474609","0.5019531","-0.21484375","-24.75","-12.90625","-66.25"
"1538044598594","5","-0.5996094","-1.2998047","0.27441406","-10.25","0.4375","23.1875"
"1538044598594","6","-1.2128906","0.34375","0.041015625","-14.5","-21.09375","9.0625"
"1538044598594","7","-0.9716797","-0.08691406","0.2841797","22.90625","-6.875","2.90625"
"1538044598594","8","-0.9970703","-0.07714844","0.23730469","-25.0625","-5.78125","12.0625"
"1538044598789","9","-0.9746094","-0.119140625","0.2685547","-2.78125","-14.9375","18.71875"
"1538044598790","10","-0.9794922","0.001953125","0.25390625","-0.84375","-11.625","17.125"
"1538044598790","11","-0.9970703","-0.024414062","0.2685547","0.75","-9.5","15.3125"
"1538044598791","12","-0.97265625","-0.0078125","0.26757812","6.1875","-3.75","18.34375"
"1538044598988","13","-0.9824219","0.038085938","0.29101562","1.96875","-2.25","13.65625"
"1538044598989","14","-0.9902344","0.0107421875","0.25976562","6.90625","1.0","5.15625"
"1538044599186","15","-0.9941406","-0.051757812","0.29003906","4.90625","1.1875","10.1875"
"1538044599187","16","-0.96972656","0.030273438","0.2578125","3.8125","2.90625","15.78125"
"1538044599188","17","-0.98828125","0.053710938","0.25","3.8125","1.0","11.34375"
"1538044599188","18","-0.9921875","-0.016601562","0.26953125","4.46875","1.84375","16.59375"
"1538044599188","19","-0.96777344","0.015625","0.2607422","2.46875","1.96875","25.3125"
"1538044599189","20","-0.99902344","0.06542969","0.2607422","10.03125","5.03125","27.1875"
"1538044599191","21","-1.0244141","-0.0087890625","0.15136719","15.9375","7.15625","36.59375"
"1538044599191","22","-1.2646484","0.125","0.3125","27.3125","16.625","38.5"
"1538044599193","23","-1.4267578","0.041992188","0.31933594","26.25","19.4375","34.34375"
"1538044599385","24","-1.5800781","-0.13867188","-0.0703125","56.53125","17.0","20.5625"
"1538044599386","25","-1.2226562","-0.54003906","-0.061523438","58.25","12.28125","25.625"
"1538044599386","26","-1.0888672","0.07128906","0.5019531","19.125","-0.46875","57.46875"
"1538044599386","27","-1.3515625","0.37890625","0.60546875","-73.15625","-47.15625","122.0"
"1538044599387","28","-1.6953125","0.39648438","0.14160156","21.0625","-55.6875","115.15625"
"1538044599586","29","-1.5214844","-0.01953125","0.5722656","-6.15625","-64.5","143.09375"
"1538044599586","30","-1.2099609","0.3154297","0.32128906","1.3125","-73.09375","104.46875"
"1538044599586","31","-0.70996094","0.08886719","0.22851562","56.21875","-67.84375","30.9375"
"1538044599587","32","-0.52246094","0.16601562","0.02734375","49.28125","-51.625","-23.21875"
"1538044599782","33","-0.2861328","9.765625E-4","-0.11035156","-10.0","-18.46875","-57.46875"
"1538044599783","34","-0.0087890625","-0.06738281","-0.05078125","-55.28125","13.875","-96.53125"
"1538044599783","35","-0.0068359375","-0.05078125","0.087890625","-101.84375","32.96875","-130.8125"
"1538044599784","36","0.119140625","0.27246094","0.2783203","-83.78125","56.96875","-170.125"
"1538044599784","37","-0.053710938","0.5097656","0.5830078","-60.15625","50.1875","-181.71875"
"1538044599982","38","-0.98339844","1.8457031","2.0","-139.6875","29.4375","-159.5"
"1538044599982","39","-1.5419922","-2.0","-0.87597656","33.71875","-9.0","109.65625"
"1538044599982","40","-0.203125","-0.021484375","0.80371094","17.90625","4.125","48.5"
"1538044599983","41","-1.3964844","0.18457031","0.20605469","6.78125","9.46875","34.09375"
"1538044599983","42","-0.93847656","0.22460938","0.38085938","-9.9375","12.40625","16.03125"
"1538044600180","43","-0.984375","0.17675781","0.37597656","-0.59375","8.875","-8.5"
