"# PDIoT walking data"
"# Start time: 20180927T120843"
"# Group: I"
"# Subject: Juan"
"# Activity type: Running"
"# Sensor position: Wrist"
"# Side of body: Left"
"# Sensor mounting: Body"
"# Number of steps: 100"
"# Notes: 100"
""
"timestamp","seq","accel_x","accel_y","accel_z","gyro_x","gyro_y","gyro_z"
"1538046523485","0","-0.99121094","-0.064453125","-0.026367188","6.59375","-5.28125","-3.5"
"1538046523485","1","-0.9873047","-0.061523438","-0.038085938","7.625","-9.96875","-9.90625"
"1538046523486","2","-0.9892578","-0.06933594","-0.030273438","8.25","-12.71875","-12.53125"
"1538046523487","3","-0.9980469","-0.07324219","-0.04296875","8.65625","-14.0625","-9.96875"
"1538046523487","4","-0.9873047","-0.09375","-0.059570312","8.0","-14.125","-6.78125"
"1538046523487","5","-0.9951172","-0.115234375","-0.041015625","4.28125","-14.25","-4.28125"
"1538046523488","6","-1.0009766","-0.13476562","-0.037109375","0.4375","-16.1875","-4.09375"
"1538046523489","7","-1.0126953","-0.14941406","-0.029296875","-3.84375","-19.0","-4.8125"
"1538046523489","8","-0.98046875","-0.24609375","-0.0029296875","-12.5625","-19.0625","-9.96875"
"1538046523882","9","-0.9892578","-0.36621094","0.07519531","-42.34375","-20.84375","-30.84375"
"1538046523883","10","-1.1240234","-0.4091797","0.17675781","-96.375","-35.96875","-40.96875"
"1538046523883","11","-0.9921875","-0.25585938","0.140625","-99.1875","-45.3125","-43.65625"
"1538046523884","12","-0.953125","-0.36132812","0.09472656","-58.90625","-49.75","-44.25"
"1538046523885","13","-0.8457031","-0.43066406","0.08300781","-43.75","-50.375","-53.71875"
"1538046523886","14","-0.828125","-0.42285156","0.08105469","-24.90625","-51.0","-62.25"
"1538046523886","15","-0.8330078","-0.5605469","0.12695312","-15.125","-45.5","-61.65625"
"1538046523886","16","-0.8154297","-0.5683594","0.12695312","-35.65625","-38.21875","-62.03125"
"1538046523887","17","-0.8222656","-0.58984375","0.1328125","-31.3125","-40.25","-65.625"
"1538046524082","18","-0.82421875","-0.5673828","0.13574219","-37.59375","-28.15625","-50.25"
"1538046524082","19","-0.9160156","-0.5410156","0.099609375","-37.03125","-19.375","-33.40625"
"1538046524082","20","-0.9511719","-0.46484375","0.09277344","-26.71875","-6.375","-9.65625"
"1538046524082","21","-1.0761719","-0.41015625","0.12011719","-12.625","6.9375","22.75"
"1538046524083","22","-1.2402344","-0.25097656","0.16601562","14.84375","22.75","61.8125"
"1538046524281","23","-1.2617188","0.0234375","0.24707031","58.78125","36.40625","100.15625"
"1538046524281","24","-0.99609375","0.08984375","0.21289062","97.84375","47.71875","136.46875"
"1538046524282","25","-0.99609375","0.23339844","0.17578125","112.84375","51.84375","146.59375"
"1538046524282","26","-1.2021484","0.17382812","0.20117188","128.71875","57.53125","159.125"
"1538046524283","27","-1.8427734","-0.12597656","0.23730469","131.03125","68.21875","155.5625"
"1538046524479","28","-1.9599609","-0.38378906","0.5136719","110.40625","53.5","91.90625"
"1538046524479","29","-1.6416016","-0.7763672","0.54589844","123.125","3.40625","25.5625"
"1538046524479","30","-0.9482422","-1.0224609","0.19335938","127.9375","-0.09375","-8.0"
"1538046524480","31","-0.24511719","-0.99609375","0.20605469","105.28125","0.53125","-42.90625"
"1538046524480","32","0.14746094","-0.875","-0.048828125","60.71875","-7.40625","-74.34375"
"1538046524679","33","0.25976562","-0.7246094","-0.16113281","22.21875","-8.5","-104.875"
"1538046524679","34","0.08203125","-0.6201172","-0.022460938","-18.6875","-8.6875","-117.25"
"1538046524680","35","-0.08886719","-0.6855469","0.20800781","-58.96875","-34.75","-130.6875"
"1538046524680","36","-0.8564453","-1.1962891","0.66503906","-94.25","-66.90625","-147.15625"
"1538046524680","37","-2.0","-1.9287109","1.0605469","-174.4375","-105.375","-166.6875"
"1538046525077","38","-2.0","-0.9394531","0.8847656","-121.46875","-134.375","-301.46875"
"1538046525078","39","-2.0","-0.43359375","0.7685547","-81.78125","-108.59375","-262.75"
"1538046525078","40","-1.4296875","-0.06738281","0.20703125","-34.0625","-94.0625","-161.4375"
"1538046525078","41","-0.7060547","0.18847656","-0.038085938","-25.625","-64.46875","-39.0"
"1538046525079","42","-0.48242188","0.32421875","-0.08691406","21.5625","-44.40625","40.75"
"1538046525079","43","-0.34570312","0.71191406","-0.19238281","41.03125","-27.1875","78.3125"
"1538046525079","44","-0.5107422","0.36914062","-0.25683594","73.0","-20.03125","103.09375"
"1538046525080","45","-1.8662109","-0.12695312","-0.11425781","229.6875","22.5625","44.78125"
"1538046525080","46","-1.5927734","-1.2109375","1.5625","354.90625","79.5625","-22.59375"
"1538046525273","47","-1.1035156","-1.6650391","1.2929688","98.625","52.15625","-81.65625"
"1538046525273","48","-0.06640625","-1.3945312","1.3740234","114.5","-44.03125","-135.4375"
"1538046525274","49","0.3779297","-0.5722656","0.41992188","10.375","-97.75","-156.125"
"1538046525279","50","0.64941406","0.08984375","-0.23828125","15.5625","-124.15625","-128.25"
"1538046525279","51","0.4326172","0.123046875","-0.6953125","-43.40625","-115.5625","-80.875"
"1538046525475","52","0.49023438","0.58496094","-0.66015625","-98.6875","-66.1875","-13.4375"
"1538046525475","53","0.5136719","-0.020507812","0.076171875","-35.8125","-72.65625","42.21875"
"1538046525475","54","0.5722656","-1.2304688","1.5419922","-55.78125","-96.03125","57.4375"
"1538046525475","55","-0.70703125","-1.9355469","2.0","-133.84375","-106.34375","39.3125"
"1538046525475","56","-1.6269531","-1.6435547","1.5595703","-198.53125","-146.75","-24.0625"
"1538046525673","57","-1.0839844","-0.6171875","0.4638672","-120.0625","-3.3125","18.71875"
"1538046525673","58","-0.57910156","-0.33007812","0.18261719","-39.375","71.6875","98.9375"
"1538046525673","59","-0.51171875","-0.06542969","0.1015625","-0.375","92.25","162.15625"
"1538046525673","60","-0.546875","-0.18652344","0.14648438","45.71875","68.9375","148.84375"
"1538046525674","61","-0.5283203","0.005859375","-0.05078125","35.78125","62.25","110.84375"
